playername,year,realERA,adjustedERA,nextERA
John Maine,2007,3.91,3.68,4.18
John Montefusco,1975,2.89,2.69,2.79
John Montefusco,1976,2.79,2.63,3.53
John Montefusco,1977,3.53,3.31,3.81
John Montefusco,1978,3.81,3.71,3.94
John Montefusco,1979,3.94,3.62,4.63
John O'Donoghue,1964,5.37,5.14,3.73
John Smiley,1988,3.22,3.15,2.81
John Smiley,1989,2.81,2.60,4.67
John Smiley,1990,4.67,4.32,3.14
John Smiley,1991,3.14,2.95,3.21
John Smiley,1992,3.21,2.98,5.62
John Smiley,1993,5.62,5.21,3.86
John Smiley,1994,3.86,3.60,3.43
John Smiley,1995,3.43,3.26,3.61
John Smiley,1996,3.61,3.43,5.31
John Smoltz,1989,2.94,2.78,3.85
John Smoltz,1990,3.85,3.61,3.80
John Smoltz,1991,3.80,3.63,2.85
John Smoltz,1992,2.85,2.69,3.62
John Smoltz,1993,3.62,3.49,4.14
John Smoltz,1994,4.14,3.62,3.18
John Smoltz,1995,3.18,3.04,2.94
John Smoltz,1996,2.94,2.73,3.02
John Smoltz,1997,3.02,2.78,2.90
John Smoltz,1998,2.90,2.53,3.19
John Smoltz,2005,3.06,2.84,3.49
John Smoltz,2006,3.49,3.29,3.11
John Snyder,1999,6.68,6.29,6.17
John Stuper,1982,3.43,3.12,3.79
John Thomson,1997,4.71,4.44,4.81
John Thomson,2002,4.71,4.47,4.85
John Thomson,2003,4.85,4.61,3.72
John Tsitouris,1963,2.65,2.45,3.89
John Tsitouris,1964,3.89,3.66,5.13
John Tudor,1982,3.65,3.40,4.09
John Tudor,1983,4.09,3.95,3.27
John Tudor,1984,3.27,3.10,1.93
John Tudor,1985,1.93,1.72,2.92
John Whitehead,1935,3.71,3.53,4.44
John Whitehead,1936,4.44,4.14,3.98
John Whitehead,1937,3.98,3.81,4.51
Johnny Allen,1932,3.48,3.26,4.41
Johnny Allen,1935,3.66,3.47,3.42
Johnny Allen,1936,3.42,3.15,2.64
Johnny Allen,1937,2.64,2.52,4.08
Johnny Allen,1938,4.08,3.85,4.53
Johnny Allen,1939,4.53,4.16,3.51
Johnny Antonelli,1953,3.21,3.06,2.32
Johnny Antonelli,1954,2.32,2.22,3.33
Johnny Antonelli,1955,3.33,3.18,3.11
Johnny Antonelli,1956,3.11,3.00,3.91
Johnny Antonelli,1957,3.91,3.73,3.35
Johnny Antonelli,1958,3.35,3.27,3.12
Johnny Babich,1934,4.18,3.95,6.46
Johnny Broaca,1934,3.92,3.73,3.57
Johnny Broaca,1935,3.57,3.40,4.15
Johnny Cooney,1924,3.08,2.74,3.58
Johnny Cueto,2008,4.81,4.54,4.41
Johnny Cueto,2009,4.41,3.96,3.64
Johnny Cueto,2010,3.64,3.27,2.31
Johnny Cueto,2011,2.31,2.07,2.78
Johnny Cueto,2014,2.25,2.08,3.44
Johnny Cueto,2015,3.44,3.27,2.79
Johnny Cueto,2016,2.79,2.60,4.52
Johnny Cueto,2021,4.09,3.79,3.29
Johnny Gorsica,1940,4.62,4.21,5.13
Johnny Humphries,1942,2.64,2.44,3.31
Johnny Humphries,1943,3.31,3.13,3.50
Johnny Humphries,1944,3.50,3.26,4.20
Johnny Klippstein,1952,4.88,4.64,4.62
Johnny Klippstein,1953,4.62,4.44,5.38
Johnny Klippstein,1956,4.22,4.02,4.62
Johnny Kucks,1956,3.83,3.58,4.03
Johnny Marcum,1934,4.45,4.29,4.17
Johnny Marcum,1935,4.17,4.01,4.98
Johnny Marcum,1936,4.98,4.81,5.72
Johnny Morrison,1921,3.07,2.72,3.20
Johnny Morrison,1922,3.20,3.01,3.48
Johnny Morrison,1923,3.48,3.23,4.16
Johnny Morrison,1924,4.16,3.91,4.55
Johnny Niggeling,1940,4.50,4.19,3.66
Johnny Niggeling,1941,3.66,3.49,2.72
Johnny Niggeling,1942,2.72,2.51,2.59
Johnny Niggeling,1943,2.59,2.30,2.32
Johnny Niggeling,1944,2.32,2.21,3.17
Johnny Podgajny,1941,4.85,4.69,3.99
Johnny Podres,1954,4.40,4.10,3.95
Johnny Podres,1957,2.68,2.42,3.74
Johnny Podres,1958,3.74,3.48,4.17
Johnny Podres,1959,4.17,3.93,3.11
Johnny Podres,1960,3.11,3.04,3.73
Johnny Podres,1961,3.73,3.53,3.85
Johnny Podres,1962,3.85,3.69,3.56
Johnny Rigney,1939,3.72,3.56,3.22
Johnny Rigney,1940,3.22,3.02,3.81
Johnny Sain,1946,2.23,1.82,3.58
Johnny Sain,1947,3.58,3.34,2.55
Johnny Sain,1948,2.55,2.40,4.81
Johnny Sain,1949,4.81,4.66,3.91
Johnny Sain,1950,3.91,3.70,4.24
Johnny Sain,1951,4.24,4.14,4.41
Johnny Sain,1952,4.41,4.06,3.64
Johnny Schmitz,1946,2.76,2.59,3.28
Johnny Schmitz,1947,3.28,3.16,2.73
Johnny Schmitz,1948,2.73,2.66,4.42
Johnny Schmitz,1949,4.42,4.33,4.79
Johnny Schmitz,1954,3.01,2.78,4.34
Johnny Vander Meer,1938,3.16,3.05,4.66
Johnny Vander Meer,1941,2.71,2.63,2.43
Johnny Vander Meer,1942,2.43,2.36,2.87
Johnny Vander Meer,1946,3.21,2.98,4.45
Johnny Vander Meer,1947,4.45,4.21,3.41
Johnny Vander Meer,1948,3.41,3.31,5.11
Johnny Welch,1934,4.30,4.06,4.55
Johnny Werts,1926,3.56,3.46,4.13
Jon Garland,2002,4.58,4.27,4.51
Jon Garland,2003,4.51,4.24,4.82
Jon Garland,2004,4.82,4.49,3.50
Jon Garland,2005,3.50,2.88,4.48
Jon Garland,2006,4.48,4.20,4.23
Jon Garland,2007,4.23,3.91,4.90
Jon Garland,2008,4.90,4.58,4.01
Jon Garland,2009,4.01,3.71,3.47
Jon Gray,2016,4.61,4.21,3.67
Jon Gray,2017,3.67,3.07,5.12
Jon Gray,2018,5.12,4.86,3.85
Jon Gray,2021,4.59,4.36,3.96
Jon Gray,2022,3.96,3.79,4.12
Jon Lester,2008,3.21,2.94,3.41
Jon Lester,2009,3.41,3.22,3.25
Jon Lester,2010,3.25,2.88,3.47
Jon Lester,2011,3.47,3.14,4.82
Jon Lester,2012,4.82,4.56,3.75
Jon Lester,2013,3.75,3.54,2.46
Jon Lester,2014,2.46,2.30,3.34
Jon Lester,2015,3.34,3.07,2.44
Jon Lester,2016,2.44,2.10,4.33
Jon Lester,2017,4.33,4.15,3.32
Jon Lester,2018,3.32,2.97,4.46
Jon Lieber,1997,4.54,4.28,4.11
Jon Lieber,1998,4.11,3.95,4.07
Jon Lieber,1999,4.07,3.75,4.41
Jon Lieber,2000,4.41,4.13,3.80
Jon Lieber,2001,3.80,3.56,3.70
Jon Lieber,2004,4.33,4.13,4.20
Jon Lieber,2005,4.20,3.92,4.93
Jon Matlack,1972,2.34,2.18,3.20
Jon Matlack,1973,3.20,3.03,2.41
Jon Matlack,1974,2.41,2.30,3.36
Jon Matlack,1975,3.36,3.22,2.95
Jon Matlack,1976,2.95,2.75,4.21
Jon Matlack,1977,4.21,3.87,2.32
Jon Matlack,1980,3.64,3.45,4.15
Jon Niese,2010,4.20,3.95,4.30
Jon Niese,2011,4.30,3.94,3.40
Jon Niese,2012,3.40,3.07,3.71
Jon Niese,2013,3.71,3.31,3.40
Jon Niese,2014,3.40,3.36,4.16
Jon Niese,2015,4.16,3.92,5.48
Jonathan Sanchez,2008,5.01,4.75,4.35
Jonathan Sanchez,2009,4.35,4.10,3.08
Jonathan Sanchez,2010,3.08,2.90,4.26
Jordan Lyles,2012,5.09,4.78,5.57
Jordan Lyles,2013,5.57,5.23,4.33
Jordan Lyles,2021,5.39,5.09,4.42
Jordan Lyles,2022,4.42,4.19,6.28
Jordan Montgomery,2021,3.83,3.49,3.48
Jordan Montgomery,2022,3.48,3.32,3.20
Jordan Zimmermann,2011,3.18,2.94,2.94
Jordan Zimmermann,2012,2.94,2.63,3.25
Jordan Zimmermann,2013,3.25,2.98,2.66
Jordan Zimmermann,2014,2.66,2.45,3.66
Jordan Zimmermann,2015,3.66,3.39,4.93
Jordan Zimmermann,2016,4.93,4.44,6.08
Jordan Zimmermann,2017,6.08,5.80,4.52
Jordan Zimmermann,2018,4.52,4.28,6.91
Jorge de la Rosa,2007,5.63,5.39,5.09
Jorge de la Rosa,2008,5.09,4.64,4.30
Jorge de la Rosa,2009,4.30,4.01,4.22
Jorge de la Rosa,2013,3.49,3.31,4.10
Jorge de la Rosa,2014,4.10,3.83,4.17
Jorge de la Rosa,2015,4.17,3.80,5.79
Jose Berrios,2017,3.93,3.64,3.84
Jose Berrios,2018,3.84,3.64,3.68
Jose Berrios,2021,3.52,3.31,5.23
Jose Berrios,2022,5.23,5.03,3.65
Jose Contreras,2004,5.50,5.12,3.61
Jose Contreras,2005,3.61,3.35,4.27
Jose Contreras,2006,4.27,4.08,5.79
Jose Contreras,2007,5.79,5.47,4.54
Jose Contreras,2008,4.54,3.98,5.14
Jose De Jesus,1990,3.74,3.41,3.43
Jose DeLeon,1983,2.83,2.39,3.73
Jose DeLeon,1984,3.73,3.54,4.76
Jose DeLeon,1987,3.74,3.55,3.67
Jose DeLeon,1988,3.67,3.53,3.05
Jose DeLeon,1989,3.05,2.85,4.43
Jose DeLeon,1990,4.43,4.10,2.71
Jose Guzman,1986,4.54,4.30,4.97
Jose Guzman,1987,4.97,4.65,3.70
Jose Guzman,1991,3.08,2.86,3.66
Jose Guzman,1992,3.66,3.48,4.34
Jose Lima,1998,3.70,3.51,3.58
Jose Lima,1999,3.58,3.30,6.65
Jose Lima,2000,6.65,6.39,5.40
Jose Lima,2004,4.22,3.85,6.99
Jose Mercedes,2000,3.93,3.69,5.73
Jose Mesa,1991,5.97,5.66,4.60
Jose Mesa,1992,4.60,4.26,4.94
Jose Quintana,2012,3.97,3.52,3.51
Jose Quintana,2013,3.51,3.35,3.32
Jose Quintana,2014,3.32,3.13,3.36
Jose Quintana,2015,3.36,3.02,3.20
Jose Quintana,2016,3.20,3.00,4.15
Jose Quintana,2017,4.15,3.87,4.09
Jose Quintana,2018,4.09,3.77,4.80
Jose Rijo,1988,2.47,2.10,2.84
Jose Rijo,1989,2.84,2.43,2.70
Jose Rijo,1990,2.70,2.52,2.51
Jose Rijo,1991,2.51,2.31,2.56
Jose Rijo,1992,2.56,2.47,2.48
Jose Rijo,1993,2.48,2.36,3.08
Jose Rosado,1996,3.21,2.55,4.69
Jose Rosado,1997,4.69,4.52,4.68
Jose Rosado,1998,4.68,4.32,3.85
Jose Urena,2017,3.97,3.75,3.98
Jose Urquidy,2021,3.62,3.24,3.88
Josh Beckett,2002,4.21,3.65,3.06
Josh Beckett,2003,3.06,2.75,3.79
Josh Beckett,2004,3.79,3.63,3.38
Josh Beckett,2005,3.38,3.16,5.01
Josh Beckett,2006,5.01,4.74,3.27
Josh Beckett,2007,3.27,3.08,4.03
Josh Beckett,2008,4.03,3.66,3.86
Josh Beckett,2009,3.86,3.60,5.78
Josh Beckett,2010,5.78,5.34,2.89
Josh Beckett,2011,2.89,2.52,4.65
Josh Fogg,2002,4.35,4.07,5.26
Josh Fogg,2003,5.26,4.88,4.64
Josh Fogg,2004,4.64,4.39,4.97
Josh Fogg,2005,4.97,4.64,5.49
Josh Fogg,2006,5.49,5.12,4.85
Josh Johnson,2009,3.23,3.08,2.30
Josh Tomlin,2016,4.42,4.25,4.98
Josh Towers,2004,5.03,4.67,3.71
Josiah Gray,2022,5.02,4.70,3.91
JT Brubaker,2021,5.36,5.01,4.69
Juan Berenguer,1983,3.14,2.90,3.47
Juan Eichelberger,1981,3.53,3.21,4.25
Juan Guzman,1991,2.99,2.42,2.64
Juan Guzman,1992,2.64,2.39,3.99
Juan Guzman,1993,3.99,3.66,5.68
Juan Guzman,1994,5.68,5.46,6.32
Juan Guzman,1995,6.32,6.12,2.93
Juan Guzman,1998,4.35,4.17,3.74
Juan Marichal,1961,3.81,3.55,3.36
Juan Marichal,1962,3.36,3.21,2.42
Juan Marichal,1963,2.42,2.33,2.48
Juan Marichal,1964,2.48,2.28,2.16
Juan Marichal,1965,2.16,1.90,2.24
Juan Marichal,1966,2.24,2.01,2.76
Juan Marichal,1967,2.76,2.50,2.43
Juan Marichal,1968,2.43,2.33,2.08
Juan Marichal,1969,2.08,1.91,4.15
Juan Marichal,1970,4.15,4.00,2.94
Juan Marichal,1971,2.94,2.82,3.73
Juan Marichal,1972,3.73,3.48,3.89
Juan Nieves,1986,5.02,4.73,4.92
Juan Pizarro,1960,4.71,4.41,2.92
Juan Pizarro,1961,2.92,2.73,4.03
Juan Pizarro,1962,4.03,3.81,2.45
Juan Pizarro,1963,2.45,2.29,2.56
Julian Tavarez,2001,4.27,3.98,5.32
Julio Moreno,1951,5.14,5.00,3.96
Julio Teheran,2013,3.20,3.04,2.89
Julio Teheran,2014,2.89,2.73,4.04
Julio Teheran,2015,4.04,3.47,3.21
Julio Teheran,2016,3.21,2.98,4.49
Julio Teheran,2017,4.49,4.13,3.94
Julio Teheran,2018,3.94,3.74,3.81
Julio Urias,2021,2.96,2.72,2.16
Julio Urias,2022,2.16,1.92,4.60
Jumbo Elliott,1927,3.24,3.03,3.93
Jumbo Elliott,1930,4.13,4.03,4.58
Jumbo Elliott,1931,4.58,4.37,5.40
Jumbo Elliott,1932,5.40,5.16,3.97
Justin Masterson,2010,4.78,4.52,3.22
Justin Masterson,2011,3.22,2.85,4.93
Justin Masterson,2012,4.93,4.66,3.52
Justin Masterson,2013,3.52,3.31,6.03
Justin Steele,2022,3.18,2.69,3.06
Justin Thompson,1997,3.02,2.85,4.05
Justin Thompson,1998,4.05,3.84,5.11
Justin Verlander,2006,3.63,3.34,3.66
Justin Verlander,2007,3.66,3.41,4.84
Justin Verlander,2008,4.84,4.65,3.45
Justin Verlander,2009,3.45,3.20,3.37
Justin Verlander,2010,3.37,3.20,2.40
Justin Verlander,2011,2.40,2.24,2.64
Justin Verlander,2012,2.64,2.40,3.46
Justin Verlander,2013,3.46,3.17,4.54
Justin Verlander,2014,4.54,4.39,3.38
Justin Verlander,2015,3.38,2.98,3.04
Justin Verlander,2016,3.04,2.78,3.36
Justin Verlander,2017,3.36,3.03,2.52
Justin Verlander,2018,2.52,2.29,2.58
Justin Verlander,2022,1.75,1.58,3.22
Karl Drews,1952,2.67,2.52,4.19
Kazuhisa Ishii,2002,4.27,4.00,3.86
Kazuhisa Ishii,2003,3.86,3.52,4.71
Kelly Downs,1987,3.81,3.71,3.33
Kelvim Escobar,1999,5.84,5.53,5.42
Kelvim Escobar,2003,3.92,3.67,3.93
Kelvim Escobar,2006,3.61,3.40,3.40
Ken Brett,1972,4.53,4.29,3.28
Ken Brett,1973,3.28,3.08,3.30
Ken Brett,1974,3.30,3.13,2.96
Ken Brett,1975,2.96,2.67,3.27
Ken Brett,1976,3.27,3.02,4.53
Ken Chase,1938,5.04,4.82,3.78
Ken Chase,1939,3.78,3.53,3.25
Ken Chase,1940,3.25,3.13,5.01
Ken Dixon,1985,4.00,3.67,4.57
Ken Forsch,1971,2.68,2.52,3.90
Ken Forsch,1972,3.90,3.79,4.07
Ken Forsch,1979,3.09,2.85,3.20
Ken Forsch,1980,3.20,3.00,2.88
Ken Forsch,1981,2.88,2.57,3.88
Ken Forsch,1982,3.88,3.62,4.06
Ken Heintzelman,1940,3.82,3.51,3.45
Ken Heintzelman,1941,3.45,3.23,4.59
Ken Heintzelman,1946,3.65,3.37,4.55
Ken Heintzelman,1947,4.55,4.02,4.27
Ken Heintzelman,1948,4.27,4.04,2.99
Ken Heintzelman,1949,2.99,2.71,3.97
Ken Hill,1991,3.57,3.36,2.68
Ken Hill,1992,2.68,2.51,3.23
Ken Hill,1993,3.23,3.01,3.32
Ken Hill,1994,3.32,3.07,4.62
Ken Hill,1995,4.62,4.29,3.63
Ken Hill,1996,3.63,3.39,4.55
Ken Hill,1997,4.55,4.35,4.98
Ken Hill,1998,4.98,4.35,4.80
Ken Holtzman,1968,3.40,3.24,3.59
Ken Holtzman,1969,3.59,3.39,3.30
Ken Holtzman,1970,3.30,3.13,4.44
Ken Holtzman,1971,4.44,4.15,2.54
Ken Holtzman,1972,2.54,2.37,2.97
Ken Holtzman,1973,2.97,2.83,3.03
Ken Holtzman,1974,3.03,2.88,3.15
Ken Holtzman,1975,3.15,3.02,3.65
Ken Howell,1989,3.38,3.00,4.64
Ken Johnson,1962,3.92,3.51,2.67
Ken Johnson,1963,2.67,2.44,3.63
Ken Johnson,1964,3.63,3.43,3.40
Ken Johnson,1965,3.40,3.25,3.26
Ken Johnson,1966,3.26,3.18,2.74
Ken Johnson,1967,2.74,2.60,3.41
Ken Kravec,1977,4.10,3.81,4.08
Ken Kravec,1978,4.08,3.85,3.75
Ken McBride,1961,3.63,3.52,3.46
Ken McBride,1962,3.46,3.19,3.26
Ken McBride,1963,3.26,3.09,5.40
Ken Raffensberger,1946,3.69,3.56,4.20
Ken Raffensberger,1947,4.20,3.95,3.73
Ken Raffensberger,1948,3.73,3.44,3.34
Ken Raffensberger,1949,3.34,3.19,4.35
Ken Raffensberger,1950,4.35,4.20,3.57
Ken Raffensberger,1951,3.57,3.43,2.83
Ken Raffensberger,1952,2.83,2.70,3.93
Ken Reynolds,1971,4.68,4.53,4.56
Ken Schrom,1983,3.81,3.54,4.32
Ken Schrom,1984,4.32,4.13,5.09
Ken Schrom,1985,5.09,4.85,4.57
Ken Schrom,1986,4.57,4.38,6.56
Kendall Graveman,2015,4.05,3.78,4.11
Kendall Graveman,2016,4.11,3.88,4.19
Kenny Rogers,1993,4.14,3.65,4.46
Kenny Rogers,1994,4.46,4.11,3.38
Kenny Rogers,1995,3.38,3.18,4.68
Kenny Rogers,1996,4.68,4.34,6.27
Kenny Rogers,1997,6.27,6.00,3.17
Kenny Rogers,1998,3.17,3.04,4.19
Kenny Rogers,1999,4.19,3.86,4.55
Kenny Rogers,2000,4.55,4.37,6.19
Kenny Rogers,2001,6.19,5.73,3.84
Kenny Rogers,2002,3.84,3.61,4.56
Kenny Rogers,2003,4.56,4.27,4.76
Kenny Rogers,2004,4.76,4.46,3.46
Kenny Rogers,2005,3.46,3.23,3.79
Kent Bottenfield,1999,3.97,3.75,5.40
Kent Greenfield,1925,3.73,3.60,4.19
Kent Greenfield,1926,4.19,3.96,3.74
Kent Greenfield,1927,3.74,3.52,6.24
Kent Mercker,1994,3.29,2.98,4.24
Kent Mercker,1997,4.03,3.75,4.99
Kent Mercker,1998,4.99,4.75,4.69
Kenta Maeda,2016,3.48,3.28,4.35
Kenta Maeda,2017,4.35,3.94,3.85
Kenta Maeda,2018,3.85,3.74,4.14
Kerry Wood,2000,4.80,4.64,3.36
Kerry Wood,2001,3.36,3.06,3.66
Kerry Wood,2002,3.66,3.39,3.20
Kerry Wood,2003,3.20,2.94,3.72
Kevin Appier,1990,2.59,2.38,3.37
Kevin Appier,1991,3.37,3.15,2.46
Kevin Appier,1992,2.46,2.13,2.56
Kevin Appier,1993,2.56,2.40,3.83
Kevin Appier,1994,3.83,3.38,3.89
Kevin Appier,1995,3.89,3.57,3.62
Kevin Appier,1996,3.62,3.41,3.40
Kevin Appier,1999,5.17,4.82,4.52
Kevin Appier,2000,4.52,4.20,3.57
Kevin Appier,2001,3.57,3.37,3.92
Kevin Appier,2002,3.92,3.67,5.40
Kevin Brown,1989,3.35,3.08,3.59
Kevin Brown,1990,3.59,3.25,4.63
Kevin Brown,1991,4.63,4.39,3.32
Kevin Brown,1992,3.32,3.14,3.59
Kevin Brown,1993,3.59,3.37,4.71
Kevin Brown,1994,4.71,4.26,3.60
Kevin Brown,1995,3.60,3.34,1.89
Kevin Brown,1996,1.89,1.75,2.69
Kevin Brown,1997,2.69,2.48,2.39
Kevin Brown,1998,2.39,2.22,3.00
Kevin Brown,1999,3.00,2.74,2.58
Kevin Brown,2000,2.58,2.40,2.68
Kevin Brown,2003,2.39,2.23,4.09
Kevin Correia,2008,5.36,5.29,3.91
Kevin Correia,2009,3.91,3.61,5.52
Kevin Correia,2010,5.52,5.06,4.82
Kevin Correia,2011,4.82,4.41,4.20
Kevin Correia,2012,4.20,3.96,4.18
Kevin Correia,2013,4.18,3.92,5.09
Kevin Gausman,2014,3.57,2.99,4.22
Kevin Gausman,2015,4.22,3.72,3.61
Kevin Gausman,2016,3.61,3.11,4.68
Kevin Gausman,2017,4.68,4.35,3.92
Kevin Gausman,2021,2.81,2.59,3.35
Kevin Gausman,2022,3.35,3.13,3.16
Kevin Gross,1985,3.45,3.24,4.07
Kevin Gross,1986,4.07,3.88,4.37
Kevin Gross,1987,4.37,4.00,3.69
Kevin Gross,1988,3.69,3.51,4.38
Kevin Gross,1989,4.38,4.17,5.03
Kevin Gross,1992,3.18,3.07,4.09
Kevin Gross,1993,4.09,3.90,3.65
Kevin Gross,1994,3.65,3.39,5.58
Kevin Gross,1995,5.58,5.29,6.03
Kevin Jarvis,2000,6.11,5.65,4.79
Kevin Millwood,1998,4.14,3.80,2.68
Kevin Millwood,1999,2.68,2.56,4.71
Kevin Millwood,2000,4.71,4.50,4.31
Kevin Millwood,2001,4.31,3.94,3.25
Kevin Millwood,2002,3.25,3.10,4.01
Kevin Millwood,2003,4.01,3.75,4.85
Kevin Millwood,2004,4.85,4.60,2.86
Kevin Millwood,2005,2.86,2.66,4.52
Kevin Millwood,2006,4.52,4.17,5.16
Kevin Millwood,2007,5.16,5.00,5.07
Kevin Millwood,2008,5.07,4.78,3.67
Kevin Millwood,2009,3.67,3.35,5.10
Kevin Ritz,1995,4.37,4.17,5.28
Kevin Ritz,1996,5.28,5.12,5.87
Kevin Tapani,1990,4.07,3.95,2.99
Kevin Tapani,1991,2.99,2.85,3.97
Kevin Tapani,1992,3.97,3.75,4.47
Kevin Tapani,1993,4.47,4.28,4.62
Kevin Tapani,1994,4.62,4.37,4.99
Kevin Tapani,1995,4.99,4.79,4.59
Kevin Tapani,1998,4.79,4.46,4.83
Kevin Tapani,1999,4.83,4.46,5.01
Kevin Tapani,2000,5.01,4.79,4.49
Kip Wells,2001,5.42,5.00,3.58
Kip Wells,2002,3.58,3.34,3.28
Kip Wells,2003,3.28,3.10,4.55
Kip Wells,2004,4.55,4.50,5.09
Kirby Higbe,1939,4.96,4.76,3.72
Kirby Higbe,1940,3.72,3.49,3.04
Kirby Higbe,1941,3.04,2.93,3.08
Kirby Higbe,1942,3.08,3.00,3.32
Kirby Higbe,1946,2.88,2.68,4.16
Kirk McCaskill,1985,4.65,4.42,3.39
Kirk McCaskill,1988,4.31,3.90,2.93
Kirk McCaskill,1989,2.93,2.74,3.25
Kirk McCaskill,1990,3.25,2.75,4.26
Kirk McCaskill,1991,4.26,3.98,4.18
Kirk Rueter,1997,3.45,3.21,4.36
Kirk Rueter,1998,4.36,4.22,5.41
Kirk Rueter,1999,5.41,5.18,4.01
Kirk Rueter,2000,4.01,3.83,4.42
Kirk Rueter,2001,4.42,4.12,3.23
Kirk Rueter,2002,3.23,3.00,4.53
Kirk Rueter,2003,4.53,4.13,4.73
Kris Benson,1999,4.07,3.80,3.85
Kris Benson,2002,4.70,4.26,4.97
Kris Benson,2003,4.97,4.38,4.31
Kris Benson,2004,4.31,4.10,4.13
Kris Benson,2005,4.13,3.83,4.82
Kris Bubic,2021,4.77,4.22,5.55
Kurt Kepshire,1984,3.40,2.93,4.65
Kyle Bradish,2022,4.90,4.50,2.83
Kyle Davies,2007,6.09,5.96,4.06
Kyle Davies,2008,4.06,3.71,5.27
Kyle Davies,2009,5.27,4.86,5.34
Kyle Freeland,2017,4.15,3.91,2.85
Kyle Freeland,2018,2.85,2.68,6.73
Kyle Freeland,2021,4.33,3.86,4.53
Kyle Freeland,2022,4.53,4.29,5.03
Kyle Gibson,2014,4.47,4.16,3.84
Kyle Gibson,2015,3.84,3.61,5.07
Kyle Gibson,2016,5.07,4.74,5.07
Kyle Gibson,2017,5.07,4.81,3.62
Kyle Gibson,2018,3.62,3.46,4.89
Kyle Gibson,2021,3.50,3.25,5.05
Kyle Gibson,2022,5.05,4.72,4.73
Kyle Hendricks,2015,3.95,3.77,2.15
Kyle Hendricks,2016,2.15,2.02,3.03
Kyle Hendricks,2017,3.03,2.62,3.44
Kyle Hendricks,2018,3.44,3.21,3.46
Kyle Kendrick,2007,3.87,3.66,5.47
Kyle Kendrick,2012,3.89,3.53,4.70
Kyle Kendrick,2013,4.70,4.45,4.61
Kyle Kendrick,2014,4.61,4.42,6.32
Kyle Lohse,2002,4.14,3.86,4.61
Kyle Lohse,2003,4.61,4.33,5.36
Kyle Lohse,2004,5.36,5.14,4.18
Kyle Lohse,2005,4.18,3.97,6.19
Kyle Lohse,2006,6.19,5.69,4.66
Kyle Lohse,2007,4.66,4.45,3.78
Kyle Lohse,2008,3.78,3.54,4.78
Kyle Lohse,2011,3.39,3.06,2.86
Kyle Lohse,2012,2.86,2.71,3.35
Kyle Lohse,2013,3.35,3.11,3.54
Kyle Lohse,2014,3.54,3.29,6.31
LaMarr Hoyt,1982,3.69,3.47,3.66
LaMarr Hoyt,1983,3.66,3.54,4.47
LaMarr Hoyt,1984,4.47,4.29,3.47
LaMarr Hoyt,1985,3.47,3.18,5.31
Lance Lynn,2012,3.67,3.50,3.97
Lance Lynn,2013,3.97,3.73,2.74
Lance Lynn,2014,2.74,2.50,3.03
Lance Lynn,2017,3.43,3.05,4.94
Lance Lynn,2018,4.94,4.57,3.67
Lance Lynn,2021,2.69,2.41,3.99
Lance Lynn,2022,3.99,3.52,5.73
Lance McCullers,2017,4.25,3.95,3.93
Larry Benton,1925,2.70,2.56,3.79
Larry Benton,1926,3.79,3.60,4.21
Larry Benton,1927,4.21,4.01,2.64
Larry Benton,1928,2.64,2.53,4.13
Larry Benton,1929,4.13,3.92,5.68
Larry Benton,1930,5.68,5.46,3.64
Larry Benton,1931,3.64,3.45,4.41
Larry Benton,1932,4.41,4.13,3.40
Larry Cheney,1912,2.86,2.73,2.70
Larry Cheney,1913,2.70,2.61,2.69
Larry Cheney,1914,2.69,2.53,2.98
Larry Cheney,1915,2.98,2.78,1.96
Larry Cheney,1916,1.96,1.89,2.38
Larry Cheney,1917,2.38,1.98,2.96
Larry Christenson,1975,3.83,3.56,3.69
Larry Christenson,1976,3.69,3.33,4.06
Larry Christenson,1977,4.06,3.85,3.24
Larry Christenson,1978,3.24,2.98,4.66
Larry Dierker,1965,3.50,3.30,3.16
Larry Dierker,1968,3.31,3.13,2.36
Larry Dierker,1969,2.36,2.23,3.92
Larry Dierker,1970,3.92,3.75,2.72
Larry Dierker,1971,2.72,2.46,3.40
Larry Dierker,1974,2.90,2.72,4.00
Larry Dierker,1975,4.00,3.81,3.69
Larry French,1930,4.26,4.16,3.28
Larry French,1931,3.28,3.16,3.08
Larry French,1932,3.08,2.95,2.69
Larry French,1933,2.69,2.52,3.53
Larry French,1934,3.53,3.45,2.59
Larry French,1935,2.59,2.43,3.28
Larry French,1936,3.28,3.19,3.76
Larry French,1937,3.76,3.63,3.86
Larry French,1938,3.86,3.75,3.45
Larry French,1939,3.45,3.15,3.47
Larry French,1940,3.47,3.36,5.13
Larry Gura,1978,2.75,2.63,4.51
Larry Gura,1979,4.51,4.30,2.95
Larry Gura,1980,2.95,2.81,2.72
Larry Gura,1981,2.72,2.50,4.03
Larry Gura,1982,4.03,3.84,5.09
Larry Gura,1983,5.09,4.87,5.27
Larry Jackson,1957,4.04,3.80,3.75
Larry Jackson,1958,3.75,3.25,3.26
Larry Jackson,1959,3.26,3.16,3.49
Larry Jackson,1960,3.49,3.35,3.58
Larry Jackson,1961,3.58,3.36,3.75
Larry Jackson,1962,3.75,3.59,2.55
Larry Jackson,1963,2.55,2.43,3.05
Larry Jackson,1964,3.05,2.83,3.85
Larry Jackson,1965,3.85,3.75,3.34
Larry Jackson,1966,3.34,3.19,3.20
