playername,year,realERA,adjustedERA,nextERA
Pat Hentgen,1993,3.88,2.99,3.40
Pat Hentgen,1994,3.40,2.32,5.11
Pat Hentgen,1995,5.11,4.07,3.22
Pat Hentgen,1996,3.22,2.46,3.68
Pat Hentgen,1997,3.68,2.89,5.17
Pat Hentgen,1998,5.17,3.79,4.79
Pat Hentgen,1999,4.79,3.94,4.72
Pat Jarvis,1967,3.72,2.76,2.60
Pat Jarvis,1968,2.60,2.00,4.41
Pat Jarvis,1969,4.41,3.43,3.48
Pat Jarvis,1970,3.48,2.80,4.78
Pat Malone,1928,2.96,2.16,3.61
Pat Malone,1929,3.61,2.61,4.04
Pat Malone,1930,4.04,3.32,3.98
Pat Malone,1931,3.98,3.01,2.95
Pat Malone,1932,2.95,2.33,4.13
Pat Malone,1933,4.13,3.08,3.46
Pat Ragan,1912,3.82,2.73,3.98
Pat Ragan,1913,3.98,3.13,2.96
Pat Ragan,1914,2.96,1.96,2.47
Pat Ragan,1915,2.47,1.63,2.07
Pat Rapp,1994,3.88,2.43,3.44
Pat Rapp,1995,3.44,2.12,5.10
Pat Rapp,1996,5.10,3.80,4.80
Pat Rapp,1997,4.80,3.44,5.30
Pat Rapp,1998,5.30,3.90,4.36
Pat Rapp,1999,4.36,2.98,5.86
Pat Rapp,2000,5.86,4.73,4.80
Pat Zachry,1976,3.02,2.18,4.25
Pat Zachry,1977,4.25,3.03,3.33
Pat Zachry,1980,3.04,2.26,4.14
Patrick Corbin,2016,5.58,4.13,4.09
Patrick Corbin,2017,4.09,2.70,3.15
Patrick Corbin,2018,3.15,2.12,3.25
Patrick Corbin,2021,5.82,4.57,6.31
Patrick Corbin,2022,6.31,4.73,5.20
Patrick Sandoval,2022,2.91,1.83,4.11
Paul Abbott,2000,3.98,2.62,4.30
Paul Blackburn,2022,4.28,2.12,4.30
Paul Byrd,2004,3.94,2.73,3.74
Paul Byrd,2005,3.74,2.84,4.88
Paul Byrd,2006,4.88,3.72,4.59
Paul Byrd,2007,4.59,3.55,4.60
Paul Dean,1934,3.16,2.05,3.71
Paul Derringer,1931,3.47,2.10,3.97
Paul Derringer,1932,3.97,3.16,3.38
Paul Derringer,1933,3.38,2.57,3.61
Paul Derringer,1934,3.61,2.80,3.52
Paul Derringer,1935,3.52,2.62,4.08
Paul Derringer,1936,4.08,3.53,4.00
Paul Derringer,1937,4.00,2.98,3.07
Paul Derringer,1938,3.07,2.44,2.85
Paul Derringer,1939,2.85,2.22,3.06
Paul Derringer,1940,3.06,2.22,3.29
Paul Derringer,1941,3.29,2.39,2.91
Paul Derringer,1942,2.91,2.12,3.71
Paul Derringer,1943,3.71,2.42,4.32
Paul Derringer,1944,4.32,3.24,3.76
Paul Foytack,1956,3.78,3.20,3.28
Paul Foytack,1957,3.28,2.29,3.48
Paul Foytack,1958,3.48,2.59,4.69
Paul Foytack,1961,4.07,3.03,4.43
Paul Hartzell,1976,2.64,1.58,4.10
Paul Kilgus,1988,4.16,3.15,4.72
Paul Maholm,2006,4.76,3.74,5.02
Paul Maholm,2007,5.02,3.66,3.71
Paul Maholm,2008,3.71,2.87,4.44
Paul Maholm,2009,4.44,3.20,5.10
Paul Maholm,2010,5.10,3.79,3.66
Paul Maholm,2011,3.66,2.55,3.69
Paul Maholm,2012,3.69,2.43,4.41
Paul Minner,1950,4.37,3.26,3.90
Paul Minner,1951,3.90,3.11,3.76
Paul Minner,1952,3.76,2.72,4.35
Paul Minner,1953,4.35,3.41,4.00
Paul Minner,1954,4.00,3.38,3.54
Paul Moskau,1977,4.08,2.09,4.05
Paul Quantrill,1995,4.86,4.16,6.29
Paul Splittorff,1971,2.68,1.30,3.10
Paul Splittorff,1972,3.10,2.36,3.98
Paul Splittorff,1973,3.98,3.23,4.10
Paul Splittorff,1974,4.10,3.31,3.33
Paul Splittorff,1975,3.33,1.82,3.56
Paul Splittorff,1976,3.56,2.20,3.69
Paul Splittorff,1977,3.69,3.05,3.41
Paul Splittorff,1978,3.41,2.70,4.27
Paul Splittorff,1979,4.27,3.54,4.19
Paul Splittorff,1982,4.27,3.15,3.63
Paul Wagner,1993,3.96,2.21,4.84
Paul Wagner,1994,4.84,2.91,4.84
Paul Wilson,2001,5.13,3.39,4.83
Paul Wilson,2002,4.83,3.93,4.64
Paul Wilson,2003,4.64,3.28,4.36
Paul Zahniser,1925,5.73,4.05,4.70
Peaches Davis,1936,3.98,2.65,3.51
Peaches Davis,1937,3.51,2.41,4.01
Pedro Astacio,1993,3.57,2.72,4.29
Pedro Astacio,1996,3.57,2.69,4.22
Pedro Astacio,1997,4.22,3.22,6.23
Pedro Astacio,1998,6.23,5.15,5.04
Pedro Astacio,1999,5.04,3.77,5.27
Pedro Astacio,2000,5.27,4.25,5.09
Pedro Astacio,2001,5.09,3.66,4.79
Pedro Martinez,1994,3.57,2.29,3.51
Pedro Martinez,1995,3.51,2.63,3.70
Pedro Martinez,1996,3.70,2.91,1.90
Pedro Martinez,1997,1.90,1.26,2.89
Pedro Martinez,1998,2.89,2.00,2.07
Pedro Martinez,1999,2.07,1.43,1.74
Pedro Martinez,2000,1.74,1.12,2.39
Pedro Martinez,2001,2.39,1.37,2.26
Pedro Martinez,2002,2.26,1.45,2.22
Pedro Martinez,2003,2.22,1.06,3.90
Pedro Martinez,2004,3.90,2.73,2.82
Pedro Martinez,2005,2.82,2.01,4.48
Pedro Ramos,1956,5.33,3.80,4.98
Pedro Ramos,1957,4.98,4.18,4.45
Pedro Ramos,1958,4.45,3.66,4.07
Pedro Ramos,1959,4.07,3.60,3.57
Pedro Ramos,1960,3.57,2.83,4.17
Pedro Ramos,1961,4.17,3.55,3.41
Pedro Ramos,1962,3.41,2.62,3.31
Pedro Ramos,1963,3.31,2.60,5.33
Percy Jones,1928,4.72,3.31,3.92
Pete Alexander,1912,2.81,2.15,2.74
Pete Alexander,1913,2.74,1.96,2.44
Pete Alexander,1914,2.44,1.69,1.27
Pete Alexander,1915,1.27,0.95,1.55
Pete Alexander,1916,1.55,1.11,1.84
Pete Alexander,1919,1.72,1.08,2.01
Pete Alexander,1920,2.01,1.44,3.41
Pete Alexander,1921,3.41,2.60,3.57
Pete Alexander,1922,3.57,2.72,3.00
Pete Alexander,1923,3.00,2.25,2.96
Pete Alexander,1924,2.96,2.11,3.36
Pete Alexander,1925,3.36,2.55,2.99
Pete Alexander,1926,2.99,2.16,2.45
Pete Alexander,1927,2.45,1.68,3.31
Pete Alexander,1928,3.31,2.66,3.75
Pete Appleton,1936,3.93,2.42,5.18
Pete Broberg,1971,3.32,2.01,4.53
Pete Broberg,1972,4.53,3.11,5.35
Pete Donohue,1922,3.17,2.21,3.35
Pete Donohue,1923,3.35,2.69,3.62
Pete Donohue,1924,3.62,2.70,3.13
Pete Donohue,1925,3.13,2.43,3.65
Pete Donohue,1926,3.65,2.82,4.00
Pete Donohue,1927,4.00,2.94,4.96
Pete Donohue,1928,4.96,3.20,5.34
Pete Donohue,1929,5.34,4.20,6.13
Pete Falcone,1975,4.14,3.22,3.23
Pete Falcone,1976,3.23,2.44,5.48
Pete Falcone,1979,4.23,2.94,5.25
Pete Harnisch,1989,4.63,3.12,4.34
Pete Harnisch,1990,4.34,3.41,2.70
Pete Harnisch,1991,2.70,1.86,3.70
Pete Harnisch,1992,3.70,2.77,2.98
Pete Harnisch,1995,3.68,1.94,4.21
Pete Harnisch,1998,3.14,2.30,3.68
Pete Harnisch,1999,3.68,2.77,4.74
Pete Henning,1914,5.05,4.37,3.18
Pete Redfern,1976,3.51,2.19,5.24
Pete Richert,1965,2.64,1.77,3.28
Pete Richert,1966,3.28,2.75,3.63
Pete Schneider,1914,2.82,1.59,2.41
Pete Schneider,1915,2.41,1.82,2.72
Pete Schneider,1916,2.72,2.19,2.08
Pete Schneider,1917,2.08,1.68,3.58
Pete Schourek,1992,3.78,2.58,5.47
Pete Smith,1988,3.69,2.88,4.82
Pete Vuckovich,1978,2.54,1.65,3.62
Pete Vuckovich,1979,3.62,2.87,3.43
Pete Vuckovich,1980,3.43,2.58,3.44
Pete Vuckovich,1981,3.44,2.26,3.34
Phil Collins,1930,4.57,3.29,3.96
Phil Collins,1931,3.96,3.06,6.32
Phil Douglas,1914,2.61,1.92,3.51
Phil Douglas,1917,2.65,2.02,2.34
Phil Douglas,1918,2.34,1.28,2.17
Phil Douglas,1919,2.17,1.55,2.75
Phil Douglas,1920,2.75,1.63,4.35
Phil Douglas,1921,4.35,2.88,2.78
Phil Hughes,2012,4.19,3.09,4.95
Phil Hughes,2013,4.95,3.72,3.52
Phil Hughes,2014,3.52,2.51,4.43
Phil Marchildon,1941,3.61,2.60,4.44
Phil Marchildon,1946,3.41,2.66,3.22
Phil Marchildon,1947,3.22,2.54,4.47
Phil Niekro,1967,1.96,1.11,2.58
Phil Niekro,1968,2.58,1.91,2.58
Phil Niekro,1969,2.58,1.92,4.38
Phil Niekro,1970,4.38,3.54,3.02
Phil Niekro,1971,3.02,2.37,3.01
Phil Niekro,1972,3.01,2.25,3.38
Phil Niekro,1973,3.38,2.65,2.31
Phil Niekro,1974,2.31,1.71,3.19
Phil Niekro,1975,3.19,2.59,3.30
Phil Niekro,1976,3.30,2.60,4.04
Phil Niekro,1977,4.04,3.35,2.90
Phil Niekro,1978,2.90,2.29,3.39
Phil Niekro,1979,3.39,2.85,3.67
Phil Niekro,1980,3.67,2.96,3.10
Phil Niekro,1981,3.10,1.53,3.61
Phil Niekro,1982,3.61,2.86,3.97
Phil Niekro,1983,3.97,3.33,3.10
Phil Niekro,1984,3.10,2.13,4.09
Phil Niekro,1985,4.09,3.10,4.39
Phil Niekro,1986,4.39,3.67,6.30
Phil Ortega,1964,4.34,3.27,4.95
Phil Ortega,1965,4.95,4.01,4.00
Phil Ortega,1966,4.00,3.12,3.03
Phil Regan,1961,5.06,3.45,4.02
Phil Regan,1962,4.02,2.84,3.83
Phil Regan,1963,3.83,2.91,5.26
Pol Perritt,1913,5.48,4.46,2.24
Pol Perritt,1914,2.24,1.71,2.66
Pol Perritt,1915,2.66,2.08,2.65
Pol Perritt,1916,2.65,1.96,1.82
Pol Perritt,1917,1.82,0.97,2.73
Preacher Roe,1944,3.58,2.87,2.96
Preacher Roe,1947,5.81,4.47,2.84
Preacher Roe,1948,2.84,2.08,2.79
Preacher Roe,1949,2.79,2.19,3.39
Preacher Roe,1950,3.39,2.57,3.03
Preacher Roe,1951,3.03,2.61,3.23
Preacher Roe,1952,3.23,2.47,4.41
R.A. Dickey,2010,2.86,1.85,3.29
R.A. Dickey,2011,3.29,2.55,2.67
R.A. Dickey,2012,2.67,1.81,4.21
R.A. Dickey,2013,4.21,3.29,3.71
R.A. Dickey,2014,3.71,2.99,3.91
R.A. Dickey,2015,3.91,2.99,4.46
R.A. Dickey,2016,4.46,3.40,4.26
Ralph Birkofer,1934,3.94,3.01,3.57
Ralph Branca,1947,3.08,2.58,3.47
Ralph Branca,1948,3.47,2.69,4.43
Ralph Terry,1957,3.25,2.04,4.13
Ralph Terry,1958,4.13,3.54,3.86
Ralph Terry,1959,3.86,2.92,2.86
Ralph Terry,1960,2.86,1.99,3.19
Ralph Terry,1961,3.19,2.39,3.15
Ralph Terry,1962,3.15,2.62,3.25
Ramon Martinez,1990,2.92,1.97,3.27
Ramon Martinez,1991,3.27,2.28,4.00
Ramon Martinez,1992,4.00,3.09,3.44
Ramon Martinez,1993,3.44,2.70,3.97
Ramon Martinez,1994,3.97,2.92,3.66
Ramon Martinez,1995,3.66,2.42,3.39
Ramon Martinez,1996,3.39,2.42,3.64
Ramon Martinez,1997,3.64,2.14,2.83
Ramon Ortiz,2000,5.09,2.89,4.36
Ramon Ortiz,2001,4.36,3.45,3.77
Ramon Ortiz,2002,3.77,2.96,5.20
Ramon Ortiz,2005,5.36,4.18,5.57
Randy Gumpert,1949,3.77,3.05,4.97
Randy Gumpert,1950,4.97,3.16,4.13
Randy Johnson,1989,4.85,3.68,3.65
Randy Johnson,1990,3.65,3.05,3.98
Randy Johnson,1991,3.98,2.93,3.77
Randy Johnson,1992,3.77,2.79,3.26
Randy Johnson,1993,3.26,2.53,3.19
Randy Johnson,1994,3.19,1.64,2.54
Randy Johnson,1997,2.30,1.60,3.28
Randy Johnson,1998,3.28,2.28,2.48
Randy Johnson,1999,2.48,1.69,2.64
Randy Johnson,2000,2.64,1.92,2.56
Randy Johnson,2001,2.56,1.71,2.32
Randy Johnson,2002,2.32,1.45,4.26
Randy Johnson,2003,4.26,2.44,2.60
Randy Johnson,2004,2.60,1.97,3.79
Randy Johnson,2005,3.79,2.95,5.00
Randy Jones,1973,3.06,2.01,4.51
Randy Jones,1974,4.51,3.61,2.24
Randy Jones,1975,2.24,1.38,2.74
Randy Jones,1976,2.74,2.08,4.48
Randy Jones,1977,4.48,3.38,2.79
Randy Jones,1978,2.79,2.19,3.63
Randy Jones,1979,3.63,2.86,3.91
Randy Lerch,1977,5.08,3.67,3.78
Randy Lerch,1978,3.78,2.92,3.81
Randy Lerch,1979,3.81,2.83,4.98
Randy Tomlin,1991,3.09,2.25,3.44
Randy Wells,2009,3.05,2.09,4.26
Randy Wells,2010,4.26,3.19,4.99
Randy Wolf,1999,5.44,3.96,4.36
Randy Wolf,2000,4.36,3.27,3.67
Randy Wolf,2001,3.67,2.58,3.20
Randy Wolf,2002,3.20,2.44,4.23
Randy Wolf,2003,4.23,2.99,4.28
Randy Wolf,2007,4.73,2.96,4.30
Randy Wolf,2008,4.30,3.06,3.23
Randy Wolf,2009,3.23,2.55,4.17
Randy Wolf,2010,4.17,2.69,3.69
Randy Wolf,2011,3.69,2.71,5.67
Ranger Suarez,2022,3.65,2.80,4.18
Rankin Johnson,1914,2.06,1.42,3.48
Ray Bare,1975,4.31,2.85,4.50
Ray Benge,1928,4.60,3.65,5.88
Ray Benge,1929,5.88,4.52,5.44
Ray Benge,1930,5.44,4.31,3.06
Ray Benge,1931,3.06,2.47,4.06
Ray Benge,1932,4.06,3.13,3.21
Ray Benge,1933,3.21,2.47,4.29
Ray Benge,1934,4.29,3.68,4.33
Ray Benge,1935,4.33,2.68,5.87
Ray Burris,1975,4.13,3.19,3.16
Ray Burris,1976,3.16,2.36,4.72
Ray Burris,1977,4.72,3.75,4.94
Ray Burris,1980,4.02,2.90,3.10
Ray Burris,1983,3.91,2.53,3.32
Ray Burris,1984,3.32,2.40,4.84
Ray Caldwell,1912,4.54,3.24,2.42
Ray Caldwell,1913,2.42,1.31,1.74
Ray Caldwell,1914,1.74,1.04,2.87
Ray Caldwell,1915,2.87,2.13,3.07
Ray Caldwell,1916,3.07,1.85,3.09
Ray Caldwell,1917,3.09,2.31,3.11
Ray Caldwell,1918,3.11,2.28,2.95
Ray Caldwell,1919,2.95,1.76,3.77
Ray Collins,1912,2.24,1.61,2.44
Ray Collins,1913,2.44,1.78,2.34
Ray Crone,1956,4.26,3.09,4.50
Ray Culp,1963,3.03,2.38,3.56
Ray Culp,1964,3.56,2.08,3.13
Ray Culp,1967,3.78,2.72,3.02
Ray Culp,1968,3.02,2.07,3.81
Ray Culp,1969,3.81,2.96,3.04
Ray Culp,1970,3.04,2.18,3.60
Ray Culp,1971,3.60,2.76,4.46
Ray Fisher,1913,3.16,2.69,2.35
Ray Fisher,1914,2.35,1.58,2.20
Ray Fisher,1915,2.20,1.53,3.31
Ray Fisher,1916,3.31,2.06,2.19
Ray Fisher,1919,2.18,1.58,2.64
Ray Fontenot,1984,3.70,2.23,4.57
Ray Herbert,1958,3.32,2.13,4.91
Ray Herbert,1959,4.91,3.85,3.27
Ray Herbert,1960,3.27,2.38,4.58
Ray Herbert,1961,4.58,3.76,3.27
Ray Herbert,1962,3.27,2.62,3.24
Ray Herbert,1963,3.24,2.36,3.45
Ray Herbert,1964,3.45,2.27,3.77
Ray Keating,1913,3.39,2.21,2.78
Ray Kolp,1921,4.61,3.47,4.08
Ray Kolp,1922,4.08,2.63,3.86
Ray Kremer,1924,3.44,2.64,3.50
Ray Kremer,1925,3.50,2.81,2.63
Ray Kremer,1926,2.63,1.96,2.41
Ray Kremer,1927,2.41,1.75,4.33
Ray Kremer,1928,4.33,3.61,4.39
Ray Kremer,1929,4.39,3.49,4.90
Ray Kremer,1930,4.90,4.10,3.39
Ray Moore,1956,4.35,3.06,3.73
Ray Moore,1957,3.73,2.98,4.20
Ray Narleski,1957,3.30,1.72,4.23
Ray Phelps,1930,4.25,3.56,5.04
Ray Sadecki,1960,3.78,2.92,3.72
Ray Sadecki,1963,4.29,3.63,3.48
Ray Sadecki,1964,3.48,2.75,5.00
Ray Sadecki,1965,5.00,4.10,4.56
Ray Sadecki,1966,4.56,3.09,2.74
Ray Sadecki,1967,2.74,2.04,3.02
Ray Sadecki,1968,3.02,2.34,4.15
Ray Sadecki,1969,4.15,2.62,3.64
Ray Sadecki,1970,3.64,2.59,3.00
Ray Scarborough,1946,3.42,2.27,3.60
Ray Scarborough,1947,3.60,2.21,3.03
Ray Scarborough,1948,3.03,2.28,4.68
Ray Scarborough,1949,4.68,3.44,5.08
Ray Scarborough,1950,5.08,4.08,5.22
Ray Starr,1942,2.81,2.06,3.74
Ray Washburn,1965,3.56,2.19,3.80
Ray Washburn,1966,3.80,2.74,3.53
Ray Washburn,1967,3.53,2.57,2.28
Ray Washburn,1968,2.28,1.64,2.99
Reb Russell,1913,1.97,1.58,3.02
Reb Russell,1914,3.02,1.99,2.49
Reb Russell,1915,2.49,1.93,2.19
Reb Russell,1916,2.19,1.49,1.96
Reb Russell,1917,1.96,1.14,2.86
Red Ames,1912,2.72,1.98,2.84
Red Ames,1913,2.84,2.21,2.71
Red Ames,1914,2.71,2.08,2.70
Red Ames,1915,2.70,1.75,2.84
Red Ames,1916,2.84,2.03,3.08
Red Ames,1917,3.08,1.93,2.37
Red Barrett,1943,3.28,2.52,4.10
Red Barrett,1944,4.10,3.17,3.05
Red Causey,1918,3.06,1.87,4.22
Red Causey,1919,4.22,3.15,4.49
Red Donahue,1901,2.65,2.15,2.81
Red Donahue,1902,2.81,1.99,2.43
Red Donahue,1903,2.43,1.65,2.28
Red Embree,1946,3.29,2.52,3.45
Red Faber,1914,2.20,1.52,2.54
Red Faber,1915,2.54,1.91,2.25
Red Faber,1916,2.25,1.55,2.03
Red Faber,1919,4.37,2.91,3.03
Red Faber,1920,3.03,2.38,2.40
Red Faber,1921,2.40,1.80,2.83
Red Faber,1922,2.83,2.22,2.98
Red Faber,1923,2.98,2.18,3.88
Red Faber,1924,3.88,2.80,3.65
Red Faber,1925,3.65,2.78,3.32
Red Faber,1926,3.32,2.07,4.35
Red Faber,1927,4.35,2.69,3.84
Red Faber,1928,3.84,3.00,3.85
Red Faber,1929,3.85,3.16,3.91
Red Faber,1930,3.91,2.98,4.12
Red Lucas,1927,3.19,2.06,3.12
Red Lucas,1928,3.12,1.91,3.63
Red Lucas,1929,3.63,2.82,5.36
Red Lucas,1930,5.36,4.11,3.60
Red Lucas,1931,3.60,2.52,2.94
Red Lucas,1932,2.94,2.27,3.37
Red Lucas,1933,3.37,2.54,4.56
Red Lucas,1934,4.56,3.62,3.43
Red Lucas,1935,3.43,2.18,3.32
Red Lucas,1936,3.32,2.73,4.23
Red Munger,1947,3.38,2.61,4.09
Red Munger,1948,4.09,3.09,3.88
Red Munger,1949,3.88,2.87,3.87
Red Oldham,1920,4.09,2.65,4.27
Red Oldham,1921,4.27,3.54,4.38
Red Ruffing,1925,4.93,3.87,4.94
Red Ruffing,1926,4.94,3.52,4.84
Red Ruffing,1927,4.84,3.18,4.09
Red Ruffing,1928,4.09,3.16,4.80
Red Ruffing,1929,4.80,4.00,4.62
Red Ruffing,1930,4.62,3.45,4.06
Red Ruffing,1931,4.06,3.13,3.08
Red Ruffing,1932,3.08,2.07,4.00
Red Ruffing,1933,4.00,3.39,3.99
Red Ruffing,1934,3.99,2.80,3.11
Red Ruffing,1935,3.11,2.53,3.85
Red Ruffing,1936,3.85,3.04,2.95
Red Ruffing,1937,2.95,2.20,3.38
Red Ruffing,1938,3.38,2.32,2.93
Red Ruffing,1939,2.93,1.81,3.38
Red Ruffing,1940,3.38,2.48,3.54
Red Ruffing,1941,3.54,2.86,3.25
Reggie Cleveland,1971,4.01,3.19,3.94
Reggie Cleveland,1972,3.94,3.20,3.01
Reggie Cleveland,1973,3.01,2.32,4.66
Reggie Cleveland,1974,4.66,3.67,4.34
Reid Detmers,2022,3.77,2.42,4.48
Rex Barney,1948,2.90,2.29,4.02
Reynaldo Lopez,2018,3.91,2.61,5.38
Rheal Cormier,1992,3.70,2.61,4.22
Rich Gale,1978,3.12,2.31,5.84
Rich Gale,1979,5.84,4.55,3.98
Rich Harden,2004,3.99,2.93,2.63
Rich Harden,2008,2.07,1.32,4.09
Rich Hill,2016,2.12,1.37,3.32
Rich Hill,2017,3.32,1.95,3.69
Rich Hill,2021,3.76,2.82,4.27
Rich Hill,2022,4.27,2.79,5.57
Rich Nye,1967,3.17,2.51,4.18
Rich Robertson,1996,5.31,4.13,5.90
Richard Dotson,1980,4.32,3.36,3.77
Richard Dotson,1981,3.77,2.56,3.67
Richard Dotson,1982,3.67,2.80,3.23
Richard Dotson,1983,3.23,2.50,3.59
Richard Dotson,1986,5.48,4.39,4.17
Richard Dotson,1987,4.17,3.18,5.15
Richard Dotson,1988,5.15,3.98,4.31
Rick Aguilera,1985,3.35,1.76,3.98
Rick Aguilera,1986,3.98,2.93,3.71
Rick Helling,1998,4.41,3.43,4.84
Rick Helling,1999,4.84,3.99,4.48
Rick Helling,2000,4.48,3.46,5.17
Rick Helling,2001,5.17,4.06,4.51
Rick Helling,2002,4.51,3.16,5.71
Rick Honeycutt,1978,4.90,3.55,4.00
Rick Honeycutt,1979,4.00,3.06,3.94
Rick Honeycutt,1980,3.94,3.12,3.31
Rick Honeycutt,1981,3.31,1.96,5.39
Rick Honeycutt,1982,5.39,4.65,2.97
Rick Honeycutt,1983,2.97,1.96,2.87
Rick Honeycutt,1984,2.87,2.08,3.60
Rick Honeycutt,1985,3.60,2.69,3.31
Rick Honeycutt,1986,3.31,1.98,4.43
Rick Langford,1977,4.32,3.45,3.34
Rick Langford,1978,3.34,2.45,4.12
Rick Langford,1979,4.12,3.44,3.29
Rick Langford,1980,3.29,2.68,2.99
Rick Langford,1981,2.99,2.23,4.14
Rick Mahler,1984,3.28,2.57,3.48
Rick Mahler,1985,3.48,2.90,4.88
Rick Mahler,1986,4.88,4.12,5.11
Rick Mahler,1987,5.11,3.94,3.88
Rick Mahler,1988,3.88,2.91,3.78
Rick Matula,1979,4.15,3.25,4.66
Rick Porcello,2009,4.04,3.24,4.92
Rick Porcello,2010,4.92,3.56,4.75
Rick Porcello,2011,4.75,3.49,4.59
Rick Porcello,2012,4.59,3.75,4.43
Rick Porcello,2013,4.43,2.75,3.42
Rick Porcello,2014,3.42,2.48,4.92
Rick Porcello,2015,4.92,3.57,3.15
Rick Porcello,2016,3.15,2.55,4.65
Rick Porcello,2017,4.65,3.73,4.28
Rick Porcello,2018,4.28,3.28,5.52
Rick Reed,1997,2.98,2.04,3.48
Rick Reed,1998,3.48,2.43,4.58
Rick Reed,1999,4.58,3.31,4.11
Rick Reed,2000,4.11,3.26,4.05
Rick Reed,2001,4.05,3.12,3.80
Rick Reed,2002,3.80,3.04,5.13
Rick Reuschel,1972,2.81,1.43,3.00
Rick Reuschel,1973,3.00,2.28,4.30
Rick Reuschel,1974,4.30,3.46,3.75
Rick Reuschel,1975,3.75,2.87,3.47
Rick Reuschel,1976,3.47,2.67,2.80
Rick Reuschel,1977,2.80,2.06,3.41
Rick Reuschel,1978,3.41,2.72,3.62
Rick Reuschel,1979,3.62,2.69,3.40
Rick Reuschel,1980,3.40,2.72,3.13
Rick Reuschel,1985,2.19,1.51,3.98
Rick Reuschel,1986,3.98,3.18,2.92
Rick Reuschel,1987,2.92,2.09,3.12
Rick Reuschel,1988,3.12,2.40,2.94
Rick Rhoden,1976,3.00,2.23,3.74
Rick Rhoden,1977,3.74,2.87,3.69
Rick Rhoden,1980,3.90,3.00,3.89
Rick Rhoden,1981,3.89,2.39,4.14
Rick Rhoden,1982,4.14,3.19,3.13
Rick Rhoden,1983,3.13,2.54,2.72
Rick Rhoden,1984,2.72,2.00,4.47
Rick Rhoden,1985,4.47,3.48,2.84
Rick Rhoden,1986,2.84,2.22,3.91
Rick Rhoden,1987,3.91,2.75,4.29
Rick Sutcliffe,1982,2.86,1.92,4.28
Rick Sutcliffe,1983,4.28,3.23,3.64
Rick Sutcliffe,1984,3.64,2.82,3.18
Rick Sutcliffe,1985,3.18,2.11,4.69
Rick Sutcliffe,1986,4.69,3.66,3.68
Rick Sutcliffe,1987,3.68,2.86,3.86
Rick Sutcliffe,1988,3.86,3.06,3.68
Rick Sutcliffe,1992,4.47,3.55,5.66
Rick Waits,1978,3.21,2.32,4.44
Rick Waits,1979,4.44,3.36,4.45
Rick Waits,1980,4.45,3.69,4.93
Rick Waits,1981,4.93,3.49,5.11
Rick Wise,1967,3.17,1.86,4.54
Rick Wise,1968,4.54,3.61,3.29
Rick Wise,1969,3.29,2.39,4.09
Rick Wise,1970,4.09,3.28,2.86
Rick Wise,1971,2.86,2.11,3.11
Rick Wise,1972,3.11,2.44,3.42
Rick Wise,1975,3.95,3.13,3.53
Rick Wise,1976,3.53,2.76,4.80
Rick Wise,1977,4.80,3.14,4.40
Rick Wise,1978,4.40,3.46,3.73
Rick Wise,1979,3.73,3.05,3.67
Ricky Bones,1992,4.76,3.70,4.91
Ricky Bones,1993,4.91,3.89,3.43
Ricky Bones,1994,3.43,2.48,4.60
Ricky Bones,1995,4.60,3.38,6.13
Ricky Nolasco,2008,3.61,2.68,5.06
Ricky Nolasco,2009,5.06,3.49,4.51
Ricky Nolasco,2010,4.51,3.11,4.67
Ricky Nolasco,2011,4.67,3.19,4.48
Ricky Nolasco,2012,4.48,3.30,3.72
Ricky Nolasco,2013,3.72,2.76,5.38
Ricky Nolasco,2016,4.42,3.32,4.92
Ricky Romero,2009,4.30,3.51,3.73
Ricky Romero,2010,3.73,2.50,2.92
Ricky Romero,2011,2.92,2.08,5.77
Rip Collins,1920,3.27,1.77,4.33
Rip Collins,1921,4.33,3.13,3.39
Rip Collins,1924,3.20,2.42,4.77
Rip Collins,1929,3.97,2.70,4.31
Rip Hagerman,1914,2.82,2.23,3.11
Rip Sewell,1940,2.83,1.91,3.73
Rip Sewell,1941,3.73,2.87,3.41
Rip Sewell,1942,3.41,2.62,2.56
Rip Sewell,1943,2.56,1.94,3.21
Rip Sewell,1944,3.21,2.60,4.25
Rip Sewell,1945,4.25,3.52,3.77
Rob Bell,2000,5.00,3.76,6.67
Robbie Ray,2015,3.52,2.46,4.90
Robbie Ray,2016,4.90,4.12,2.89
Robbie Ray,2017,2.89,1.89,3.93
Robbie Ray,2018,3.93,2.65,4.34
Robbie Ray,2021,2.84,2.19,3.71
Robert Person,1999,4.14,2.62,3.63
Robert Person,2000,3.63,2.57,4.19
Roberto Hernandez,2007,3.06,2.12,5.44
Roberto Hernandez,2008,5.44,3.05,6.32
Roberto Hernandez,2009,6.32,4.70,3.77
Roberto Hernandez,2010,3.77,2.82,5.25
Roberto Hernandez,2013,4.98,3.92,4.15
Robin Roberts,1948,3.19,2.07,3.75
Robin Roberts,1949,3.75,2.63,3.00
Robin Roberts,1950,3.00,2.35,2.91
Robin Roberts,1951,2.91,2.33,2.64
Robin Roberts,1952,2.64,2.13,2.74
Robin Roberts,1953,2.74,2.12,3.00
Robin Roberts,1954,3.00,2.45,3.33
Robin Roberts,1955,3.33,2.79,4.50
Robin Roberts,1956,4.50,3.70,4.18
Robin Roberts,1957,4.18,3.58,3.21
Robin Roberts,1958,3.21,2.54,4.27
Robin Roberts,1959,4.27,3.36,4.01
