playername,year,realERA,adjustedERA,nextERA
Fred Sanford,1947,3.54,2.80,5.05
Fred Talbot,1965,4.12,2.99,4.47
Fred Talbot,1966,4.47,3.50,4.03
Fred Toney,1915,1.47,0.96,2.34
Fred Toney,1916,2.34,1.70,2.24
Fred Toney,1917,2.24,1.73,2.52
Fred Toney,1918,2.52,1.82,1.77
Fred Toney,1919,1.77,0.88,2.70
Fred Toney,1920,2.70,1.98,3.71
Freddie Fitzsimmons,1926,3.46,2.93,3.61
Freddie Fitzsimmons,1927,3.61,2.82,3.91
Freddie Fitzsimmons,1928,3.91,3.14,4.17
Freddie Fitzsimmons,1929,4.17,3.23,4.34
Freddie Fitzsimmons,1930,4.34,3.18,3.10
Freddie Fitzsimmons,1931,3.10,2.05,4.40
Freddie Fitzsimmons,1932,4.40,3.65,2.92
Freddie Fitzsimmons,1933,2.92,2.03,3.06
Freddie Fitzsimmons,1936,3.64,1.71,4.41
Freddie Fitzsimmons,1937,4.41,2.84,2.95
Freddie Fitzsimmons,1938,2.95,2.21,3.85
Freddie Fitzsimmons,1939,3.85,2.07,2.82
Freddy Garcia,1999,4.07,2.93,4.01
Freddy Garcia,2000,4.01,2.62,3.05
Freddy Garcia,2001,3.05,2.34,4.39
Freddy Garcia,2002,4.39,3.40,4.51
Freddy Garcia,2003,4.51,3.20,3.81
Freddy Garcia,2004,3.81,2.95,3.87
Freddy Garcia,2005,3.87,2.97,4.53
Freddy Garcia,2010,4.64,3.13,3.58
Fritz Ostermueller,1934,3.79,2.80,3.80
Fritz Ostermueller,1935,3.80,2.47,5.30
Fritz Ostermueller,1938,4.80,3.47,4.65
Fritz Ostermueller,1946,2.76,1.82,3.90
Fritz Ostermueller,1947,3.90,3.03,4.22
Fritz Peterson,1966,3.35,2.66,3.56
Fritz Peterson,1967,3.56,2.54,2.63
Fritz Peterson,1968,2.63,1.68,2.55
Fritz Peterson,1969,2.55,1.85,2.90
Fritz Peterson,1970,2.90,2.33,3.10
Fritz Peterson,1971,3.10,2.57,3.24
Fritz Peterson,1972,3.24,2.66,3.95
Fritz Peterson,1973,3.95,3.11,4.40
Fritz Peterson,1974,4.40,3.37,3.94
Garland Braxton,1928,2.56,1.82,4.54
Garland Buckeye,1925,3.19,1.60,3.79
Garland Buckeye,1926,3.79,2.29,3.72
Garrett Richards,2013,4.18,2.35,2.61
Garrett Richards,2014,2.61,1.72,3.65
Gary Bell,1958,3.58,2.60,4.00
Gary Bell,1959,4.00,3.20,4.00
Gary Bell,1960,4.00,2.85,4.10
Gary Bell,1966,3.27,2.68,3.38
Gary Bell,1967,3.38,2.71,3.12
Gary Gentry,1969,3.43,2.44,3.62
Gary Gentry,1970,3.62,2.26,3.28
Gary Gentry,1971,3.28,2.22,4.04
Gary Nolan,1967,2.59,1.86,2.48
Gary Nolan,1968,2.48,1.82,3.43
Gary Nolan,1969,3.43,2.29,3.27
Gary Nolan,1970,3.27,2.63,3.16
Gary Nolan,1971,3.16,2.47,1.99
Gary Nolan,1975,3.16,2.51,3.46
Gary Peters,1963,2.17,1.52,2.51
Gary Peters,1964,2.51,1.91,3.63
Gary Peters,1965,3.63,2.70,2.00
Gary Peters,1966,2.00,1.31,2.29
Gary Peters,1967,2.29,1.45,3.82
Gary Peters,1968,3.82,2.81,4.26
Gary Peters,1969,4.26,3.55,4.06
Gary Peters,1970,4.06,3.26,4.43
Gavin Floyd,2008,3.84,3.02,4.06
Gavin Floyd,2009,4.06,2.99,4.08
Gavin Floyd,2010,4.08,3.07,4.34
Gavin Floyd,2011,4.34,2.89,4.29
Gaylord Perry,1964,2.92,1.73,4.31
Gaylord Perry,1965,4.31,3.30,3.02
Gaylord Perry,1966,3.02,2.10,2.58
Gaylord Perry,1967,2.58,1.72,2.46
Gaylord Perry,1968,2.46,1.81,2.48
Gaylord Perry,1969,2.48,1.79,3.20
Gaylord Perry,1970,3.20,2.49,2.76
Gaylord Perry,1971,2.76,2.06,1.92
Gaylord Perry,1972,1.92,1.43,3.38
Gaylord Perry,1973,3.38,2.66,2.51
Gaylord Perry,1974,2.51,1.77,3.24
Gaylord Perry,1975,3.24,2.54,3.24
Gaylord Perry,1976,3.24,2.53,3.37
Gaylord Perry,1977,3.37,2.51,2.73
Gaylord Perry,1978,2.73,1.96,3.06
Gaylord Perry,1979,3.06,2.20,3.60
Gaylord Perry,1980,3.60,2.63,3.94
Gaylord Perry,1981,3.94,2.98,4.40
Gaylord Perry,1982,4.40,3.49,4.64
Gene Bearden,1948,2.52,1.64,4.88
Gene Brabender,1969,4.02,2.96,5.91
Gene Conley,1954,3.03,2.22,4.14
Gene Conley,1955,4.14,3.08,3.07
Gene Conley,1956,3.07,2.14,3.39
Gene Conley,1959,3.19,2.00,3.47
Gene Conley,1960,3.47,2.49,4.89
Gene Conley,1961,4.89,4.02,3.95
Gene Krapp,1914,2.41,1.63,3.40
Gene Packard,1913,3.57,2.53,2.80
Gene Packard,1914,2.80,2.13,2.55
Gene Packard,1918,3.78,2.55,4.37
Gene Schott,1935,3.82,2.66,4.19
Gene Schott,1936,4.19,2.92,2.72
Gene Wright,1902,3.95,2.51,4.98
General Crowder,1927,5.90,4.12,3.59
General Crowder,1928,3.59,2.91,4.07
General Crowder,1929,4.07,3.12,3.96
General Crowder,1930,3.96,3.07,3.80
General Crowder,1931,3.80,2.96,3.35
General Crowder,1932,3.35,2.70,3.79
General Crowder,1933,3.79,2.95,5.62
General Crowder,1934,5.62,4.60,4.27
Geoff Zahn,1977,4.65,3.83,3.03
Geoff Zahn,1978,3.03,2.28,3.62
Geoff Zahn,1979,3.62,2.71,4.38
Geoff Zahn,1980,4.38,3.41,4.41
Geoff Zahn,1981,4.41,3.39,3.73
Geoff Zahn,1982,3.73,2.98,3.34
Geoff Zahn,1983,3.34,2.48,3.12
George Baumgardner,1912,3.43,2.71,3.05
George Baumgardner,1913,3.05,2.26,3.14
George Blaeholder,1928,4.66,3.52,4.24
George Blaeholder,1929,4.24,3.13,4.67
George Blaeholder,1930,4.67,3.14,4.50
George Blaeholder,1931,4.50,3.42,4.83
George Blaeholder,1932,4.83,3.82,4.77
George Blaeholder,1933,4.77,3.77,4.34
George Blaeholder,1934,4.34,3.19,3.99
George Brunet,1965,2.56,1.82,3.35
George Brunet,1966,3.35,2.65,3.25
George Brunet,1967,3.25,2.59,2.82
George Brunet,1968,2.82,2.12,4.46
George Brunet,1969,4.46,3.40,4.53
George Caster,1937,4.51,3.64,4.40
George Caster,1938,4.40,3.63,4.88
George Caster,1939,4.88,3.05,6.66
George Earnshaw,1928,4.16,3.03,3.16
George Earnshaw,1929,3.16,2.42,4.37
George Earnshaw,1930,4.37,3.71,3.52
George Earnshaw,1931,3.52,2.69,4.67
George Earnshaw,1932,4.67,3.71,5.94
George Earnshaw,1933,5.94,4.19,4.39
George Earnshaw,1934,4.39,3.24,4.68
George Earnshaw,1935,4.68,3.58,5.93
George Kahler,1912,3.70,2.90,3.12
George Kaiserling,1914,3.16,2.66,2.42
George Kirby,2022,3.39,1.97,3.35
George McConnell,1912,2.66,1.49,4.03
George McConnell,1915,2.19,1.58,2.48
George McQuillan,1913,3.42,2.11,2.78
George McQuillan,1914,2.78,2.02,2.74
George Mogridge,1916,2.51,1.57,3.04
George Mogridge,1917,3.04,2.09,2.22
George Mogridge,1918,2.22,1.22,2.40
George Mogridge,1919,2.40,1.50,4.31
George Mogridge,1920,4.31,2.64,2.78
George Mogridge,1921,2.78,2.24,3.59
George Mogridge,1922,3.59,2.58,2.91
George Mogridge,1923,2.91,2.08,3.63
George Mullin,1902,3.70,2.63,2.35
George Mullin,1903,2.35,1.71,2.38
George Pipgras,1927,4.23,3.00,3.31
George Pipgras,1928,3.31,2.83,4.59
George Pipgras,1929,4.59,3.70,4.60
George Pipgras,1932,4.11,3.16,3.70
George Smith,1918,2.57,1.30,3.69
George Smith,1919,3.69,2.50,3.07
George Smith,1920,3.07,2.37,5.17
George Smith,1921,5.17,4.24,4.98
George Stone,1969,3.48,2.12,3.71
George Stone,1970,3.71,2.81,3.62
George Suggs,1912,3.14,2.41,3.92
George Suggs,1913,3.92,2.63,2.81
George Suggs,1914,2.81,1.90,4.14
George Uhle,1921,4.31,3.44,4.03
George Uhle,1922,4.03,3.37,3.77
George Uhle,1923,3.77,3.21,4.89
George Uhle,1924,4.89,4.02,3.85
George Uhle,1925,3.85,2.99,2.81
George Uhle,1926,2.81,2.25,4.60
George Uhle,1927,4.60,3.22,4.23
George Uhle,1928,4.23,3.32,4.15
George Uhle,1929,4.15,3.06,3.70
George Uhle,1930,3.70,2.97,3.12
George Uhle,1931,3.12,2.02,4.47
George Winter,1901,2.80,2.05,2.99
George Winter,1902,2.99,1.54,3.43
George Winter,1903,3.43,2.29,2.40
Geremi Gonzalez,1997,4.25,3.23,5.32
German Marquez,2017,4.39,3.26,3.76
German Marquez,2018,3.76,2.73,4.76
German Marquez,2021,4.40,2.98,4.95
Gerrit Cole,2013,3.22,2.57,3.65
Gerrit Cole,2014,3.65,2.76,2.60
Gerrit Cole,2015,2.60,1.97,3.88
Gerrit Cole,2016,3.88,2.44,4.26
Gerrit Cole,2017,4.26,3.28,2.88
Gerrit Cole,2018,2.88,2.39,2.50
Gerrit Cole,2021,3.23,1.89,3.50
Gerrit Cole,2022,3.50,2.67,2.63
Gerry Staley,1949,3.48,2.13,5.11
Gerry Staley,1950,5.11,3.90,4.04
Gerry Staley,1951,4.04,3.05,3.21
Gerry Staley,1952,3.21,2.57,3.96
Gerry Staley,1953,3.96,3.19,5.83
Gerry Staley,1954,5.83,4.17,4.69
Gil Heredia,1999,4.81,3.75,4.12
Gil Meche,2003,4.59,2.91,5.01
Gil Meche,2004,5.01,3.81,5.16
Gil Meche,2005,5.16,4.17,4.48
Gil Meche,2006,4.48,3.54,3.67
Gil Meche,2007,3.67,2.75,3.98
Gil Meche,2008,3.98,3.05,5.09
Gio Gonzalez,2010,3.23,2.23,3.12
Gio Gonzalez,2011,3.12,2.25,2.89
Gio Gonzalez,2012,2.89,2.16,3.36
Gio Gonzalez,2013,3.36,1.99,3.57
Gio Gonzalez,2014,3.57,2.41,3.79
Gio Gonzalez,2015,3.79,2.68,4.57
Gio Gonzalez,2016,4.57,3.38,2.96
Gio Gonzalez,2017,2.96,1.92,4.21
Glen Hobbie,1959,3.81,2.97,3.70
Glen Hobbie,1960,3.70,3.11,4.43
Glen Hobbie,1961,4.43,3.59,5.02
Glen Hobbie,1962,5.02,3.99,3.96
Glendon Rusch,1997,5.39,3.99,6.26
Glendon Rusch,2000,3.96,3.05,4.63
Glendon Rusch,2001,4.63,3.55,4.70
Glendon Rusch,2002,4.70,3.60,7.36
Glenn Abbott,1977,4.40,3.57,5.19
Glenn Abbott,1978,5.19,3.88,5.16
Glenn Abbott,1979,5.16,3.87,4.10
Glenn Abbott,1980,4.10,2.92,4.06
Gordon Rhodes,1933,3.88,2.95,4.86
Gordon Rhodes,1934,4.86,3.78,5.66
Gordon Rhodes,1935,5.66,4.07,5.93
Graham Ashcraft,2022,4.89,2.94,4.76
Grant Jackson,1969,3.36,2.59,5.63
Greg Harris,1990,4.07,3.14,3.34
Greg Harris,1991,3.34,2.70,3.85
Greg Harris,1992,3.85,2.31,4.59
Greg Harris,1993,4.59,3.67,6.42
Greg Hibbard,1989,3.21,2.29,3.16
Greg Hibbard,1990,3.16,2.31,4.52
Greg Hibbard,1991,4.52,3.69,4.55
Greg Hibbard,1992,4.55,3.48,3.96
Greg Maddux,1987,5.54,4.49,3.18
Greg Maddux,1988,3.18,2.33,2.95
Greg Maddux,1989,2.95,1.89,3.46
Greg Maddux,1990,3.46,2.68,3.35
Greg Maddux,1991,3.35,2.81,2.18
Greg Maddux,1992,2.18,1.76,2.36
Greg Maddux,1993,2.36,1.88,1.56
Greg Maddux,1994,1.56,1.03,1.63
Greg Maddux,1995,1.63,1.06,2.72
Greg Maddux,1996,2.72,2.03,2.20
Greg Maddux,1997,2.20,1.42,2.22
Greg Maddux,1998,2.22,1.46,3.57
Greg Maddux,1999,3.57,2.59,3.00
Greg Maddux,2000,3.00,2.07,3.05
Greg Maddux,2001,3.05,2.20,2.62
Greg Maddux,2002,2.62,1.67,3.96
Greg Maddux,2003,3.96,2.76,4.02
Greg Maddux,2004,4.02,2.69,4.24
Greg Maddux,2005,4.24,3.40,4.20
Greg Maddux,2006,4.20,3.22,4.14
Greg Maddux,2007,4.14,3.23,4.22
Greg Mathews,1986,3.73,2.48,3.73
Greg Swindell,1987,5.12,3.58,3.20
Greg Swindell,1988,3.20,2.35,3.37
Greg Swindell,1989,3.37,2.35,4.40
Greg Swindell,1990,4.40,3.54,3.48
Greg Swindell,1991,3.48,2.60,2.71
Greg Swindell,1992,2.71,1.89,4.23
Greg Swindell,1993,4.23,3.22,4.37
Greg Swindell,1994,4.37,3.14,4.44
Guy Bush,1925,4.71,3.50,3.09
Guy Bush,1926,3.09,1.00,3.29
Guy Bush,1927,3.29,2.38,3.67
Guy Bush,1928,3.67,2.73,4.09
Guy Bush,1929,4.09,3.12,5.95
Guy Bush,1930,5.95,4.38,4.42
Guy Bush,1931,4.42,3.18,2.96
Guy Bush,1932,2.96,2.17,2.67
Guy Bush,1933,2.67,1.94,3.64
Guy Bush,1934,3.64,2.58,4.52
Guy Morton,1915,2.02,1.34,2.48
Guy Morton,1916,2.48,1.62,2.99
Guy Morton,1917,2.99,1.69,2.52
Guy Morton,1918,2.52,2.01,2.70
Guy Morton,1919,2.70,1.59,4.32
Hal Brown,1956,3.72,2.24,3.85
Hal Brown,1959,4.07,2.79,3.18
Hal Brown,1960,3.18,1.88,3.09
Hal Brown,1963,3.41,2.31,3.99
Hal Carlson,1919,2.43,0.96,3.60
Hal Carlson,1924,4.56,3.37,4.19
Hal Carlson,1925,4.19,3.33,3.13
Hal Carlson,1926,3.13,2.31,3.42
Hal Gregg,1944,5.52,4.49,3.71
Hal Jeffcoat,1956,3.85,2.91,4.30
Hal Newhouser,1940,4.83,3.61,4.85
Hal Newhouser,1941,4.85,3.90,2.61
Hal Newhouser,1942,2.61,1.89,3.14
Hal Newhouser,1943,3.14,2.25,2.46
Hal Newhouser,1944,2.46,1.72,1.75
Hal Newhouser,1945,1.75,1.29,2.06
Hal Newhouser,1946,2.06,1.36,2.94
Hal Newhouser,1947,2.94,2.23,3.04
Hal Newhouser,1948,3.04,2.42,3.41
Hal Newhouser,1949,3.41,2.83,4.28
Hal Schumacher,1933,2.03,1.49,3.15
Hal Schumacher,1934,3.15,2.70,2.89
Hal Schumacher,1935,2.89,2.05,3.61
Hal Schumacher,1936,3.61,2.80,3.39
Hal Schumacher,1937,3.39,2.57,3.50
Hal Schumacher,1938,3.50,2.60,4.69
Hal Schumacher,1939,4.69,3.70,3.20
Hal Schumacher,1940,3.20,2.29,3.19
Hal Schumacher,1941,3.19,2.40,3.04
Hal White,1942,3.01,2.10,3.27
Hal Wiltse,1926,4.36,3.45,5.12
Hank Aguirre,1962,2.16,1.25,3.46
Hank Aguirre,1963,3.46,2.64,4.02
Hank Aguirre,1964,4.02,3.29,3.59
Hank Borowy,1942,2.74,1.59,2.97
Hank Borowy,1943,2.97,2.11,2.60
Hank Borowy,1944,2.60,1.77,2.66
Hank Borowy,1945,2.66,1.85,3.83
Hank Borowy,1946,3.83,2.89,4.46
Hank Fischer,1964,3.77,2.82,4.09
Hank Fischer,1965,4.09,2.70,4.79
Hank Johnson,1930,4.43,2.85,4.94
Hank Robinson,1912,2.48,1.60,2.30
Hank Robinson,1913,2.30,1.58,3.15
Hank Wyse,1943,2.49,1.35,3.30
Hank Wyse,1944,3.30,2.59,2.70
Hank Wyse,1945,2.70,2.12,2.83
Hank Wyse,1946,2.83,2.09,3.87
Happy Finneran,1914,3.45,2.21,2.72
Happy Townsend,1901,3.32,1.30,4.37
Harry Brecheen,1944,2.58,1.67,2.29
Harry Brecheen,1945,2.29,1.21,2.42
Harry Brecheen,1946,2.42,1.71,3.35
Harry Brecheen,1947,3.35,2.55,2.28
Harry Brecheen,1948,2.28,1.50,3.36
Harry Brecheen,1949,3.36,2.41,3.55
Harry Brecheen,1950,3.55,2.65,3.64
Harry Byrd,1952,3.33,2.38,5.28
Harry Byrd,1953,5.28,4.26,3.01
Harry Byrd,1954,3.01,2.08,4.24
Harry Coveleski,1914,2.57,2.01,2.50
Harry Coveleski,1915,2.50,1.89,1.95
Harry Feldman,1944,4.35,3.36,3.07
Harry Gumbert,1937,3.64,2.76,3.92
Harry Gumbert,1938,3.92,3.19,4.24
Harry Gumbert,1939,4.24,3.57,3.78
Harry Gumbert,1940,3.78,2.97,3.26
Harry Gumbert,1941,3.26,2.18,4.03
Harry Gumbert,1942,4.03,2.72,2.78
Harry Gumbert,1943,2.78,1.64,3.47
Harry Harper,1916,2.27,1.79,3.31
Harry Harper,1917,3.31,2.62,2.19
Harry Harper,1918,2.19,1.75,3.73
Harry Harper,1919,3.73,2.93,2.67
Harry Howell,1901,3.71,3.10,4.20
Harry Howell,1902,4.20,3.16,2.87
Harry Howell,1903,2.87,1.67,2.12
Harry Kelley,1936,3.84,2.82,5.11
Harry Perkowski,1952,3.82,3.06,4.80
Harvey Haddix,1953,3.12,2.57,3.59
Harvey Haddix,1954,3.59,2.91,4.48
Harvey Haddix,1955,4.48,3.49,3.62
Harvey Haddix,1956,3.62,3.06,4.28
Harvey Haddix,1957,4.28,3.26,3.43
Harvey Haddix,1958,3.43,2.85,3.16
Harvey Haddix,1959,3.16,2.38,4.02
Harvey Haddix,1960,4.02,3.08,4.34
Harvey Haddix,1961,4.34,3.24,3.67
Hector Santiago,2013,3.51,2.58,4.05
Hector Santiago,2014,4.05,2.76,3.66
Hector Santiago,2015,3.66,2.65,4.70
Heinie Meine,1930,6.04,3.86,3.02
Heinie Meine,1931,3.02,2.29,3.87
Heinie Meine,1932,3.87,2.69,3.78
Henderson Alvarez,2012,4.85,3.82,3.59
Henderson Alvarez,2013,3.59,2.13,2.65
Herb Pennock,1919,2.87,1.99,3.69
Herb Pennock,1920,3.69,2.88,4.06
Herb Pennock,1921,4.06,3.36,4.51
Herb Pennock,1922,4.51,3.52,3.14
Herb Pennock,1923,3.14,2.46,2.83
Herb Pennock,1924,2.83,2.23,2.84
Herb Pennock,1925,2.84,2.18,3.62
Herb Pennock,1926,3.62,2.88,3.03
Herb Pennock,1927,3.03,2.17,2.67
Herb Pennock,1928,2.67,1.86,4.87
Herb Pennock,1929,4.87,3.86,4.76
Herb Pennock,1930,4.76,3.43,4.28
Herb Pennock,1931,4.28,3.50,4.78
Herb Score,1955,3.00,2.01,2.65
Herb Score,1959,4.64,4.01,3.63
Herm Wehmeier,1948,5.47,4.34,4.66
Herm Wehmeier,1949,4.66,3.88,5.96
Herm Wehmeier,1950,5.96,4.75,3.47
Herm Wehmeier,1951,3.47,2.42,4.59
Herm Wehmeier,1954,3.99,2.67,4.51
Herm Wehmeier,1955,4.51,3.65,3.59
Herm Wehmeier,1956,3.59,2.20,4.52
Herman Pillette,1922,2.94,2.26,3.87
Hi Bithorn,1942,3.69,2.36,2.58
Hideki Irabu,1998,4.00,2.58,4.84
Hideo Nomo,1995,2.54,1.45,3.19
Hideo Nomo,1996,3.19,2.64,4.25
Hideo Nomo,1997,4.25,3.30,5.05
Hideo Nomo,1998,5.05,3.54,4.54
Hideo Nomo,1999,4.54,3.37,4.76
Hideo Nomo,2000,4.76,3.61,4.50
Hideo Nomo,2001,4.50,3.26,3.39
Hideo Nomo,2002,3.39,2.55,3.09
Hipolito Pichardo,1992,3.87,2.65,4.00
Hippo Vaughn,1914,2.14,1.74,2.82
Hippo Vaughn,1915,2.82,1.93,2.08
Hippo Vaughn,1916,2.08,1.63,2.02
Hippo Vaughn,1917,2.02,1.48,1.75
Hippo Vaughn,1918,1.75,1.12,1.82
Hippo Vaughn,1919,1.82,1.39,2.56
Hippo Vaughn,1920,2.56,2.03,5.75
Hiroki Kuroda,2008,3.73,2.35,3.57
Hiroki Kuroda,2009,3.57,2.60,3.39
Hiroki Kuroda,2010,3.39,2.44,3.07
Hiroki Kuroda,2011,3.07,2.32,3.32
Hiroki Kuroda,2012,3.32,2.51,3.31
Hiroki Kuroda,2013,3.31,2.48,3.71
Hisashi Iwakuma,2013,2.66,1.87,3.52
Hisashi Iwakuma,2014,3.52,2.31,3.54
Hisashi Iwakuma,2015,3.54,2.16,4.12
Hod Eller,1918,2.57,1.70,2.59
Hod Eller,1919,2.59,1.81,3.02
Hod Lisenbee,1930,4.44,3.56,4.72
Homer Bailey,2009,4.53,2.92,4.46
Homer Bailey,2010,4.46,2.80,4.43
Homer Bailey,2011,4.43,3.03,3.68
Homer Bailey,2012,3.68,2.81,3.49
Homer Bailey,2013,3.49,2.43,3.71
Homer Bailey,2018,6.09,4.64,4.57
Hooks Dauss,1913,2.56,1.72,2.87
Hooks Dauss,1914,2.87,2.14,2.38
Hooks Dauss,1915,2.38,1.75,3.19
Hooks Dauss,1916,3.19,2.57,2.52
Hooks Dauss,1917,2.52,1.67,3.06
Hooks Dauss,1918,3.06,2.25,3.62
Hooks Dauss,1919,3.62,2.75,3.90
Hooks Dauss,1920,3.90,2.78,4.21
Hooks Dauss,1921,4.21,3.22,4.69
Hooks Dauss,1922,4.69,3.78,3.53
Howard Ehmke,1919,3.05,2.34,3.38
Howard Ehmke,1920,3.38,2.54,4.78
Howard Ehmke,1921,4.78,3.22,4.67
Howard Ehmke,1922,4.67,3.90,3.79
Howard Ehmke,1923,3.79,2.73,3.43
Howard Ehmke,1924,3.43,2.58,3.80
Howard Ehmke,1925,3.80,3.00,3.96
Howard Ehmke,1926,3.96,2.96,4.15
Howard Ehmke,1927,4.15,2.80,3.38
Howie Camnitz,1912,3.21,2.42,3.79
Howie Camnitz,1913,3.79,2.95,3.40
Howie Fox,1948,4.75,3.53,4.20
Howie Fox,1949,4.20,2.93,4.05
Howie Fox,1950,4.05,2.59,4.01
Howie Pollet,1946,2.13,1.51,4.35
Howie Pollet,1947,4.35,3.36,4.54
Howie Pollet,1948,4.54,3.67,2.82
Howie Pollet,1949,2.82,2.04,3.51
Howie Pollet,1950,3.51,2.87,5.13
Howie Pollet,1951,5.13,3.83,4.14
Howie Pollet,1952,4.14,3.35,4.83
Howie Pollet,1953,4.83,2.99,3.58
Hub Perdue,1912,3.91,3.08,3.44
Hub Perdue,1913,3.44,2.31,3.50
Huck Betts,1932,2.84,1.95,2.75
Huck Betts,1933,2.75,2.17,4.19
Huck Betts,1934,4.19,3.13,5.99
Hugh Bedient,1912,2.98,2.37,2.83
Hugh Bedient,1913,2.83,2.07,3.92
Hugh Bedient,1914,3.92,2.50,3.33
Hugh McQuillan,1920,3.23,2.21,4.25
Hugh McQuillan,1921,4.25,3.55,4.39
Hugh McQuillan,1922,4.39,3.58,3.40
Hugh McQuillan,1923,3.40,2.53,2.84
Hugh McQuillan,1926,3.82,2.67,4.90
Hugh Mulcahy,1937,5.46,4.46,4.66
Hugh Mulcahy,1938,4.66,3.82,5.02
Hugh Mulcahy,1939,5.02,3.86,3.50
Hunter Greene,2022,4.44,2.86,4.82
Hyun-Jin Ryu,2013,3.00,2.30,3.38
Ian Anderson,2021,3.58,2.51,5.00
Ian Kennedy,2010,3.80,2.89,2.88
Ian Kennedy,2011,2.88,1.97,4.02
Ian Kennedy,2012,4.02,3.16,4.91
Ian Kennedy,2013,4.91,3.74,3.63
Ian Kennedy,2014,3.63,3.04,4.28
Ian Kennedy,2015,4.28,2.90,3.68
Ian Kennedy,2016,3.68,2.64,5.38
Ian Kennedy,2017,5.38,4.19,4.66
Ian Snell,2006,4.74,3.64,3.76
Ian Snell,2007,3.76,2.87,5.42
Ian Snell,2008,5.42,3.89,4.84
Ike Delock,1958,3.67,2.41,3.51
Ike Delock,1959,3.51,2.17,4.88
Ike Delock,1960,4.88,3.71,4.90
Ismael Valdez,1995,3.06,2.01,3.32
Ismael Valdez,1996,3.32,2.52,2.65
Ismael Valdez,1997,2.65,1.89,3.98
Ismael Valdez,1998,3.98,2.84,3.98
Ismael Valdez,1999,3.98,3.00,5.69
Ismael Valdez,2000,5.69,3.10,4.45
Ismael Valdez,2001,4.45,3.04,4.18
Ismael Valdez,2002,4.18,3.34,6.10
Ismael Valdez,2003,6.10,3.78,5.16
Ivan Nova,2011,3.66,2.69,5.02
Ivan Nova,2012,5.02,3.72,3.17
Ivan Nova,2016,4.07,3.10,4.14
Ivan Nova,2017,4.14,3.26,4.19
Ivan Nova,2018,4.19,3.11,4.72
Ivy Andrews,1932,3.96,2.76,4.74
Ivy Andrews,1935,3.45,2.13,4.82
J.A. Happ,2011,5.35,4.16,4.77
J.A. Happ,2014,4.12,3.13,3.63
J.A. Happ,2015,3.63,2.49,3.18
J.A. Happ,2016,3.18,2.21,3.53
J.A. Happ,2017,3.53,2.36,3.65
J.A. Happ,2018,3.65,2.47,5.01
J.R. Richard,1975,4.48,3.43,2.75
J.R. Richard,1976,2.75,2.14,2.97
J.R. Richard,1977,2.97,2.20,3.11
J.R. Richard,1978,3.11,2.23,2.71
J.R. Richard,1979,2.71,2.10,1.90
Jack Armstrong,1990,3.47,2.32,5.51
Jack Armstrong,1991,5.51,4.05,5.44
Jack Armstrong,1992,5.44,4.20,4.59
Jack Bentley,1923,4.44,3.42,3.96
Jack Bentley,1924,3.96,2.96,5.06
Jack Billingham,1970,3.85,2.86,3.39
Jack Billingham,1971,3.39,2.47,3.22
Jack Billingham,1972,3.22,2.33,3.04
Jack Billingham,1973,3.04,2.31,3.94
Jack Billingham,1974,3.94,3.03,4.15
Jack Billingham,1975,4.15,3.18,4.36
Jack Billingham,1976,4.36,3.16,5.31
Jack Billingham,1977,5.31,3.58,3.88
Jack Billingham,1978,3.88,3.22,3.59
Jack Chesbro,1901,2.38,1.46,2.18
Jack Chesbro,1902,2.18,1.50,2.69
Jack Chesbro,1903,2.69,1.91,1.82
Jack Coombs,1915,2.56,1.72,2.97
Jack Coombs,1916,2.97,1.68,3.89
Jack Coombs,1917,3.89,2.53,3.32
Jack Cronin,1901,3.88,2.71,2.21
Jack Fisher,1960,3.66,1.97,3.79
Jack Fisher,1961,3.79,2.52,5.18
Jack Fisher,1964,4.18,3.48,4.00
Jack Fisher,1965,4.00,3.25,3.83
Jack Fisher,1966,3.83,2.71,4.81
Jack Fisher,1967,4.81,3.79,2.93
Jack Flaherty,2018,3.34,2.45,2.75
Jack Harper,1901,3.50,2.85,3.99
Jack Harshman,1954,2.61,1.53,3.33
Jack Harshman,1955,3.33,2.38,2.97
Jack Harshman,1956,2.97,2.26,4.21
Jack Harshman,1957,4.21,3.27,3.07
Jack Katoll,1901,2.85,1.86,4.23
Jack Knott,1935,4.50,3.18,7.05
Jack Knott,1936,7.05,6.00,5.06
Jack Knott,1937,5.06,3.82,4.03
Jack Knott,1938,4.03,2.59,3.98
Jack Knott,1939,3.98,2.83,4.65
Jack Knott,1940,4.65,3.39,4.54
Jack Kralick,1960,2.88,1.54,3.61
Jack Kralick,1961,3.61,2.83,3.92
Jack Kralick,1962,3.92,3.27,2.95
Jack Kralick,1963,2.95,2.20,3.05
Jack Kramer,1944,2.57,1.96,3.48
Jack Kramer,1945,3.48,2.48,3.18
Jack Kramer,1946,3.18,1.88,4.80
Jack Kramer,1947,4.80,3.58,4.35
Jack Kramer,1948,4.35,3.62,5.11
Jack McDowell,1990,3.82,3.06,3.41
Jack McDowell,1991,3.41,2.48,3.18
Jack McDowell,1992,3.18,2.55,3.37
Jack McDowell,1993,3.37,2.64,3.73
Jack McDowell,1994,3.73,2.68,3.93
Jack McDowell,1995,3.93,2.81,5.11
Jack Morris,1979,3.28,2.63,4.18
Jack Morris,1980,4.18,3.57,3.05
Jack Morris,1981,3.05,2.20,4.06
