GAMEID,Date,manager_name,team,win_loss
HOU196504260,04/26/1965,"""Harry Walker""",PIT,l
MIN197204260,04/26/1972,"""Eddie Kasko""",BOS,l
NYA197204260,04/26/1972,"""Dick Williams""",OAK,l
SDN197604260,04/26/1976,"""Jim Marshall""",CHN,l
CAL197704260,04/26/1977,"""Jack McKeon""",OAK,w
NYA198604260,04/26/1986,"""Lou Piniella""",NYA,l
CIN198904260,04/26/1989,"""Pete Rose""",CIN,w
COL199504260,04/26/1995,"""Dallas Green""",NYN,l
CHN199704260,04/26/1997,"""Gene Lamont""",PIT,l
TBA199804260,04/26/1998,"""Larry Rothschild""",TBA,l
COL200104260,04/26/2001,"""Buddy Bell""",COL,l
ARI200104260,04/26/2001,"""Bobby Cox""",ATL,l
ATL200204260,04/26/2002,"""Bobby Cox""",ATL,w
CIN200304260,04/26/2003,"""Bruce Bochy""",SDN,l
SDN200404260,04/26/2004,"""Bruce Bochy""",SDN,w
CLE200804260,04/26/2008,"""Eric Wedge""",CLE,w
SLN201304260,04/26/2013,"""Clint Hurdle""",PIT,l
CHA201404260,04/26/2014,"""Joe Maddon""",TBA,w
ANA201504260,04/26/2015,"""Jeff Banister""",TEX,w
OAK201504260,04/26/2015,"""Bob Melvin""",OAK,l
SEA201504260,04/26/2015,"""Lloyd McClendon""",SEA,l
PIT201804260,04/26/2018,"""Clint Hurdle""",PIT,w
BAL202104260,04/26/2021,"""Aaron Boone""",NYA,l
TBA202104260,04/26/2021,"""Bob Melvin""",OAK,w
PHI190104270,04/27/1901,"""George Davis""",NY1,l
BRO190504270,04/27/1905,"""John McGraw""",NY1,w
CHA190904270,04/27/1909,"""Jimmy McAleer""",SLA,l
SLN191304270,04/27/1913,"""Joe Tinker""",CIN,l
BSN191604270,04/27/1916,"""John McGraw""",NY1,l
WS1192304270,04/27/1923,"""Donie Bush""",WS1,t
PHI192604270,04/27/1926,"""Art Fletcher""",PHI,l
BSN193004270,04/27/1930,"""Bill McKechnie""",BSN,w
CIN193004270,04/27/1930,"""Gabby Street""",SLN,w
DET196204270,04/27/1962,"""Bill Rigney""",LAA,l
SLN196204270,04/27/1962,"""Fred Hutchinson""",CIN,l
LAN196504270,04/27/1965,"""Walter Alston""",LAN,w
CHN196804270,04/27/1968,"""Leo Durocher""",CHN,l
NYA197404270,04/27/1974,"""Billy Martin""",TEX,w
BAL197604270,04/27/1976,"""Earl Weaver""",BAL,w
ATL198004270,04/27/1980,"""Bobby Cox""",ATL,w
MIL198104270,04/27/1981,"""Buck Rodgers""",MIL,w
NYN198704270,04/27/1987,"""Davey Johnson""",NYN,l
SFN198804270,04/27/1988,"""Jim Leyland""",PIT,l
OAK198904270,04/27/1989,"""Tony LaRussa""",OAK,w
LAN199204270,04/27/1992,"""Joe Torre""",SLN,w
COL199304270,04/27/1993,"""Jim Lefebvre""",CHN,l
HOU199404270,04/27/1994,"""Tom Trebelhorn""",CHN,l
CHA200304270,04/27/2003,"""Jerry Manuel""",CHA,w
OAK200504270,04/27/2005,"""Ozzie Guillen""",CHA,l
CLE200704270,04/27/2007,"""Eric Wedge""",CLE,w
CLE200904270,04/27/2009,"""Eric Wedge""",CLE,l
NYA201104270,04/27/2011,"""Ozzie Guillen""",CHA,l
NYA201204270,04/27/2012,"""Joe Girardi""",NYA,w
ATL201404270,04/27/2014,"""Bryan Price""",CIN,l
LAN201604270,04/27/2016,"""Don Mattingly""",MIA,w
TOR201604270,04/27/2016,"""John Gibbons""",TOR,l
CHA202304270,04/27/2023,"""Pedro Grifol""",CHA,l
BSN190804280,04/28/1908,"""Joe Kelley""",BSN,l
CHA191704280,04/28/1917,"""Pants Rowland""",CHA,w
CHN194204280,04/28/1942,"""Jimmie Wilson""",CHN,l
SLN195404280,04/28/1954,"""Eddie Stanky""",SLN,w
BOS195604280,04/28/1956,"""Casey Stengel""",NYA,l
KC1195704280,04/28/1957,"""Al Lopez""",CHA,w
MIN196804280,04/28/1968,"""Eddie Stanky""",CHA,w
DET197304280,04/28/1973,"""Billy Martin""",DET,l
SFN197404282,04/28/1974,"""Yogi Berra""",NYN,w
BAL197504280,04/28/1975,"""Ralph Houk""",DET,w
NYA197504280,04/28/1975,"""Bill Virdon""",NYA,w
PHI197604280,04/28/1976,"""Danny Ozark""",PHI,w
OAK197804280,04/28/1978,"""Bobby Winkles""",OAK,l
ATL197904280,04/28/1979,"""Herman Franks""",CHN,l
TOR197904280,04/28/1979,"""Roy Hartsfield""",TOR,l
BAL198504280,04/28/1985,"""Joe Altobelli""",BAL,w
ATL199304280,04/28/1993,"""Bobby Cox""",ATL,l
CHA199304280,04/28/1993,"""Phil Garner""",MIL,l
SLN199704280,04/28/1997,"""Tony LaRussa""",SLN,w
SLN200104280,04/28/2001,"""Bobby Valentine""",NYN,w
COL200104280,04/28/2001,"""Bob Boone""",CIN,w
DET200704280,04/28/2007,"""Jim Leyland""",DET,l
WAS200704280,04/28/2007,"""Willie Randolph""",NYN,w
SFN200804280,04/28/2008,"""Clint Hurdle""",COL,l
BAL200904280,04/28/2009,"""Dave Trembley""",BAL,l
ANA201004280,04/28/2010,"""Mike Scioscia""",ANA,w
COL201004280,04/28/2010,"""A.J. Hinch""",ARI,w
DET201004280,04/28/2010,"""Ron Gardenhire""",MIN,l
MIN201304280,04/28/2013,"""Ron Gardenhire""",MIN,w
CHA201904280,04/28/2019,"""Rick Renteria""",CHA,w
SLN202104280,04/28/2021,"""Joe Girardi""",PHI,w
TBA202204280,04/28/2022,"""Scott Servais""",SEA,l
CHA202304280,04/28/2023,"""Pedro Grifol""",CHA,l
MIN202304280,04/28/2023,"""Matt Quatraro""",KCA,l
SLN190404290,04/29/1904,"""Joe Kelley""",CIN,w
WS1191204290,04/29/1912,"""Harry Wolverton""",NYA,l
CLE191704290,04/29/1917,"""Fielder Jones""",SLA,w
CHN192204290,04/29/1922,"""Bill Killefer""",CHN,w
PIT193704290,04/29/1937,"""Charlie Grimm""",CHN,l
CHN194504292,04/29/1945,"""Frankie Frisch""",PIT,w
BRO195604292,04/29/1956,"""Bobby Bragan""",PIT,w
LAN197704290,04/29/1977,"""Dick Williams""",MON,l
BAL198104290,04/29/1981,"""Tony LaRussa""",CHA,l
TEX198304290,04/29/1983,"""Billy Martin""",NYA,l
KCA198504290,04/29/1985,"""Pat Corrales""",CLE,l
SDN199004290,04/29/1990,"""Jack McKeon""",SDN,l
CAL199404290,04/29/1994,"""Buck Rodgers""",CAL,l
PHI199504290,04/29/1995,"""Jim Fregosi""",PHI,l
SDN200004290,04/29/2000,"""Bobby Cox""",ATL,w
DET200204290,04/29/2002,"""Tony Muser""",KCA,w
CHA200704290,04/29/2007,"""Mike Scioscia""",ANA,w
SFN200804290,04/29/2008,"""Bruce Bochy""",SFN,l
TEX201204290,04/29/2012,"""Ron Washington""",TEX,l
ARI201304290,04/29/2013,"""Bruce Bochy""",SFN,w
CIN201404290,04/29/2014,"""Rick Renteria""",CHN,l
TBA201604290,04/29/2016,"""Kevin Cash""",TBA,l
SLN202104290,04/29/2021,"""Mike Shildt""",SLN,w
KCA202204290,04/29/2022,"""Mike Matheny""",KCA,l
MIL202304290,04/29/2023,"""Craig Counsell""",MIL,w
BRO191304300,04/30/1913,"""John McGraw""",NY1,l
PIT194204300,04/30/1942,"""Frankie Frisch""",PIT,l
NY1194404301,04/30/1944,"""Leo Durocher""",BRO,l
CHA195004302,04/30/1950,"""Jack Onslow""",CHA,t
CHA195304300,04/30/1953,"""Paul Richards""",CHA,l
DET196104302,04/30/1961,"""Paul Richards""",BAL,w
NYA197204301,04/30/1972,"""Bill Rigney""",MIN,l
TEX197504300,04/30/1975,"""Chuck Tanner""",CHA,l
TEX197604300,04/30/1976,"""Darrell Johnson""",BOS,l
NYN197904300,04/30/1979,"""Joe Torre""",NYN,w
CAL198004300,04/30/1980,"""Billy Martin""",OAK,l
SLN198004300,04/30/1980,"""Ken Boyer""",SLN,w
TEX198104300,04/30/1981,"""Don Zimmer""",TEX,w
CIN198104300,04/30/1981,"""Frank Howard""",SDN,l
SFN198204300,04/30/1982,"""George Bamberger""",NYN,l
TEX198604300,04/30/1986,"""Bobby Valentine""",TEX,l
SDN198604300,04/30/1986,"""Whitey Herzog""",SLN,l
SEA198704300,04/30/1987,"""John McNamara""",BOS,l
CIN198804300,04/30/1988,"""Pete Rose""",CIN,l
CHA199004300,04/30/1990,"""Bobby Valentine""",TEX,l
SDN199204300,04/30/1992,"""Greg Riddoch""",SDN,l
NYN199504300,04/30/1995,"""Joe Torre""",SLN,w
LAN199504300,04/30/1995,"""Tom Lasorda""",LAN,l
BAL199604300,04/30/1996,"""Davey Johnson""",BAL,l
CLE200004300,04/30/2000,"""Jimy Williams""",BOS,w
MIN200304300,04/30/2003,"""Lou Piniella""",MIN,l
DET200404300,04/30/2004,"""Bob Melvin""",SEA,w
ATL200504300,04/30/2005,"""Tony LaRussa""",SLN,l
WAS200504300,04/30/2005,"""Frank Robinson""",WAS,w
NYA200604300,04/30/2006,"""Joe Torre""",NYA,l
SEA201004300,04/30/2010,"""Ron Washington""",TEX,w
ATL201104300,04/30/2011,"""Fredi Gonzalez""",ATL,l
ARI201104300,04/30/2011,"""Mike Quade""",CHN,w
BAL201604300,04/30/2016,"""Robin Ventura""",CHA,w
NYA201704300,04/30/2017,"""Buck Showalter""",BAL,w
MIL202104300,04/30/2021,"""Dave Roberts""",LAN,l
TOR202204300,04/30/2022,"""Charlie Montoyo""",TOR,w
BLA190205010,05/01/1902,"""John McGraw""",BLA,l
CIN190505010,05/01/1905,"""Joe Kelley""",CIN,l
BSN190605010,05/01/1906,"""John McGraw""",NY1,w
BRO191405010,05/01/1914,"""Wilbert Robinson""",BRO,l
BRF191505010,05/01/1915,"""Rebel Oakes""",PTF,w
SLN191505010,05/01/1915,"""Buck Herzog""",CIN,l
BSN191605010,05/01/1916,"""Pat Moran""",PHI,l
NY1193805010,05/01/1938,"""Burleigh Grimes""",BRO,l
PIT194205010,05/01/1942,"""Frankie Frisch""",PIT,w
CHA196005012,05/01/1960,"""Jimmy Dykes""",DET,l
SLN196305010,05/01/1963,"""Johnny Keane""",SLN,l
WS2196905010,05/01/1969,"""Dick Williams""",BOS,l
CHA197005010,05/01/1970,"""Mayo Smith""",DET,l
SFN197305010,05/01/1973,"""Bill Virdon""",PIT,l
NYA197505010,05/01/1975,"""Earl Weaver""",BAL,l
KCA197505010,05/01/1975,"""Dick Williams""",CAL,l
ATL197805010,05/01/1978,"""Bobby Cox""",ATL,w
CAL198305010,05/01/1983,"""Ralph Houk""",BOS,w
CHN198305010,05/01/1983,"""Lee Elia""",CHN,l
TOR198405011,05/01/1984,"""Doug Rader""",TEX,l
BAL199205010,05/01/1992,"""Bill Plummer""",SEA,l
LAN199305010,05/01/1993,"""Jim Fregosi""",PHI,l
TOR199505010,05/01/1995,"""Cito Gaston""",TOR,l
CIN199705010,05/01/1997,"""Ray Knight""",CIN,l
PHI199805010,05/01/1998,"""Terry Francona""",PHI,l
HOU200305010,05/01/2003,"""Bobby Cox""",ATL,w
BOS200305010,05/01/2003,"""Grady Little""",BOS,w
COL200405012,05/01/2004,"""Clint Hurdle""",COL,l
FLO200605010,05/01/2006,"""Charlie Manuel""",PHI,w
MIN200605010,05/01/2006,"""Ron Gardenhire""",MIN,l
BOS200705010,05/01/2007,"""Bob Geren""",OAK,w
ATL200705010,05/01/2007,"""Charlie Manuel""",PHI,w
BOS200805010,05/01/2008,"""John Gibbons""",TOR,w
SDN201005010,05/01/2010,"""Buddy Black""",SDN,l
PHI201105010,05/01/2011,"""Charlie Manuel""",PHI,l
ARI201905010,05/01/2019,"""Aaron Boone""",NYA,l
SFN201905010,05/01/2019,"""Bruce Bochy""",SFN,w
PIT202205010,05/01/2022,"""Bob Melvin""",SDN,w
SLN190905022,05/02/1909,"""Roger Bresnahan""",SLN,l
DET191205020,05/02/1912,"""George Stovall""",SLA,l
NYA192205020,05/02/1922,"""Miller Huggins""",NYA,w
SLA194105020,05/02/1941,"""Fred Haney""",SLA,l
CHA196205020,05/02/1962,"""Al Lopez""",CHA,l
NYN196805020,05/02/1968,"""Gene Mauch""",PHI,l
KCA197005020,05/02/1970,"""Charlie Metro""",KCA,w
ATL197005020,05/02/1970,"""Leo Durocher""",CHN,l
MIL197305020,05/02/1973,"""Dick Williams""",OAK,w
CLE197605022,05/02/1976,"""Dick Williams""",CAL,w
SLN198105020,05/02/1981,"""Whitey Herzog""",SLN,w
TOR198705020,05/02/1987,"""Bobby Valentine""",TEX,l
TOR198905020,05/02/1989,"""Jimy Williams""",TOR,l
MON199505020,05/02/1995,"""Felipe Alou""",MON,w
KCA199805020,05/02/1998,"""Tony Muser""",KCA,l
ANA199805020,05/02/1998,"""Jerry Manuel""",CHA,l
TBA200005020,05/02/2000,"""Larry Rothschild""",TBA,l
SDN200505020,05/02/2005,"""Bruce Bochy""",SDN,w
ANA200605020,05/02/2006,"""Mike Scioscia""",ANA,l
NYN200605020,05/02/2006,"""Willie Randolph""",NYN,l
TBA200705020,05/02/2007,"""Ron Gardenhire""",MIN,l
NYA201005020,05/02/2010,"""Ozzie Guillen""",CHA,l
SLN201205020,05/02/2012,"""Clint Hurdle""",PIT,l
NYA201405020,05/02/2014,"""Joe Maddon""",TBA,w
MIN201805020,05/02/2018,"""John Gibbons""",TOR,l
NYN201905020,05/02/2019,"""David Bell""",CIN,l
TEX202105020,05/02/2021,"""Chris Woodward""",TEX,w
SLA190205030,05/03/1902,"""Clark Griffith""",CHA,l
NY1191205030,05/03/1912,"""John McGraw""",NY1,l
DET191305030,05/03/1913,"""Hughie Jennings""",DET,l
SLA191305030,05/03/1913,"""George Stovall""",SLA,l
CHN191505030,05/03/1915,"""Fred Clarke""",PIT,l
NYA192005030,05/03/1920,"""Miller Huggins""",NYA,l
NY1192605030,05/03/1926,"""Art Fletcher""",PHI,l
NYA194205032,05/03/1942,"""Jimmy Dykes""",CHA,l
SLN194205031,05/03/1942,"""Billy Southworth""",BRO,l
CIN195005030,05/03/1950,"""Leo Durocher""",NY1,w
NY1195105030,05/03/1951,"""Leo Durocher""",NY1,l
CLE195905031,05/03/1959,"""Joe Gordon""",CLE,w
DET196305030,05/03/1963,"""Billy Hitchcock""",BAL,w
MLN196305030,05/03/1963,"""Bob Kennedy""",CHN,w
PHI196305030,05/03/1963,"""Gene Mauch""",PHI,w
ATL196605030,05/03/1966,"""Gene Mauch""",PHI,l
SDN197205030,05/03/1972,"""Gene Mauch""",MON,l
OAK197605030,05/03/1976,"""Frank Robinson""",CLE,w
BOS197705030,05/03/1977,"""Don Zimmer""",BOS,l
BAL197805030,05/03/1978,"""Billy Hunter""",TEX,w
MON198005030,05/03/1980,"""Dick Williams""",MON,l
ATL198405030,05/03/1984,"""Dick Williams""",SDN,l
KCA198705030,05/03/1987,"""Pat Corrales""",CLE,l
TOR198705030,05/03/1987,"""Bobby Valentine""",TEX,l
CLE198905030,05/03/1989,"""John Wathan""",KCA,l
CLE199205030,05/03/1992,"""Mike Hargrove""",CLE,l
PHI199405030,05/03/1994,"""Jim Fregosi""",PHI,l
BAL200105030,05/03/2001,"""Mike Hargrove""",BAL,l
SFN200205030,05/03/2002,"""Bob Boone""",CIN,l
BAL200305030,05/03/2003,"""Tony Pena""",KCA,l
ARI200305030,05/03/2003,"""Bob Brenly""",ARI,w
TOR200905030,05/03/2009,"""Dave Trembley""",BAL,l
PHI201005030,05/03/2010,"""Charlie Manuel""",PHI,l
OAK201005030,05/03/2010,"""Ron Washington""",TEX,w
HOU201405030,05/03/2014,"""Lloyd McClendon""",SEA,w
NYA201705030,05/03/2017,"""Joe Girardi""",NYA,w
MIA201905030,05/03/2019,"""Don Mattingly""",MIA,l
MIA202205030,05/03/2022,"""Torey Lovullo""",ARI,w
TBA202305030,05/03/2023,"""Derek Shelton""",PIT,l
WS1190805040,05/04/1908,"""Clark Griffith""",NYA,w
BRO191005040,05/04/1910,"""John McGraw""",NY1,w
WS1193605040,05/04/1936,"""Steve O'Neill""",CLE,w
WS1193805040,05/04/1938,"""Bucky Harris""",WS1,w
SLN195005040,05/04/1950,"""Eddie Dyer""",SLN,l
NYA195205041,05/04/1952,"""Paul Richards""",CHA,l
CLE195505040,05/04/1955,"""Casey Stengel""",NYA,w
DET195705040,05/04/1957,"""Paul Richards""",BAL,l
CIN195905040,05/04/1959,"""Bill Rigney""",SFN,w
BAL196005040,05/04/1960,"""Al Lopez""",CHA,l
CIN196105040,05/04/1961,"""Fred Hutchinson""",CIN,w
CHA196305040,05/04/1963,"""Al Lopez""",CHA,w
MIN196505040,05/04/1965,"""Hank Bauer""",BAL,l
MIN197105040,05/04/1971,"""Ralph Houk""",NYA,l
PHI197305040,05/04/1973,"""Danny Ozark""",ATL,l
CAL197405040,05/04/1974,"""Earl Weaver""",BAL,l
PHI198005040,05/04/1980,"""Dallas Green""",PHI,l
NYN198005042,05/04/1980,"""Jerry Coleman""",SDN,l
MON198105040,05/04/1981,"""Dick Williams""",MON,w
TOR198605040,05/04/1986,"""Chuck Cottier""",SEA,l
NYN198905040,05/04/1989,"""Davey Johnson""",NYN,w
CLE199205040,05/04/1992,"""Hal McRae""",KCA,w
TEX199305040,05/04/1993,"""Cito Gaston""",TOR,l
ATL199805040,05/04/1998,"""Bobby Cox""",ATL,w
MIL200005040,05/04/2000,"""Buck Showalter""",ARI,w
MON200105040,05/04/2001,"""Felipe Alou""",MON,l
ARI200305040,05/04/2003,"""Bobby Cox""",ATL,w
SEA200405040,05/04/2004,"""Ron Gardenhire""",MIN,l
FLO200805040,05/04/2008,"""Buddy Black""",SDN,l
NYA200905040,05/04/2009,"""Joe Girardi""",NYA,l
PHI201105040,05/04/2011,"""Jim Riggleman""",WAS,l
TBA201105040,05/04/2011,"""Joe Maddon""",TBA,l
WAS201205040,05/04/2012,"""Charlie Manuel""",PHI,l
CHN201205040,05/04/2012,"""Dale Sveum""",CHN,w
PIT201405040,05/04/2014,"""Clint Hurdle""",PIT,l
MIL201505040,05/04/2015,"""Don Mattingly""",LAN,l
HOU201605040,05/04/2016,"""Paul Molitor""",MIN,l
TOR202205040,05/04/2022,"""Aaron Boone""",NYA,l
MLA190105050,05/05/1901,"""Clark Griffith""",CHA,l
NY1190805050,05/05/1908,"""John McGraw""",NY1,w
BRO192405050,05/05/1924,"""Dave Bancroft""",BSN,l
PHI193705050,05/05/1937,"""Charlie Grimm""",CHN,w
CHN194305050,05/05/1943,"""Jimmie Wilson""",CHN,w
CHN195005050,05/05/1950,"""Frankie Frisch""",CHN,w
WS1195405050,05/05/1954,"""Paul Richards""",CHA,l
PIT195505050,05/05/1955,"""Charlie Grimm""",MLN,l
BAL195605050,05/05/1956,"""Paul Richards""",BAL,l
PHI195905050,05/05/1959,"""Solly Hemus""",SLN,l
BAL196005050,05/05/1960,"""Paul Richards""",BAL,l
MIL197105050,05/05/1971,"""Dave Bristol""",MIL,w
BOS197905050,05/05/1979,"""Darrell Johnson""",SEA,l
CLE197905050,05/05/1979,"""Whitey Herzog""",KCA,w
SDN198705050,05/05/1987,"""Larry Bowa""",SDN,l
MON198805050,05/05/1988,"""Buck Rodgers""",MON,w
OAK199105050,05/05/1991,"""Tony LaRussa""",OAK,l
TBA200105050,05/05/2001,"""Hal McRae""",TBA,l
SDN200205050,05/05/2002,"""Lloyd McClendon""",PIT,l
ARI200205050,05/05/2002,"""Bob Brenly""",ARI,w
ANA200405050,05/05/2004,"""Mike Scioscia""",ANA,w
MIN200505050,05/05/2005,"""Ron Gardenhire""",MIN,w
LAN200605050,05/05/2006,"""Ned Yost""",MIL,l
ANA201405050,05/05/2014,"""Joe Girardi""",NYA,l
BAL201605050,05/05/2016,"""Joe Girardi""",NYA,l
TBA201805050,05/05/2018,"""John Gibbons""",TOR,l
KCA202105050,05/05/2021,"""Mike Matheny""",KCA,l
SLN202305050,05/05/2023,"""Oliver Marmol""",SLN,l
TBA202305050,05/05/2023,"""Kevin Cash""",TBA,w
SEA202305050,05/05/2023,"""Scott Servais""",SEA,l
SLA190605060,05/06/1906,"""Bill Armour""",DET,l
PIT190805060,05/06/1908,"""Frank Chance""",CHN,l
BSN191105060,05/06/1911,"""John McGraw""",NY1,w
PHA191605060,05/06/1916,"""Clark Griffith""",WS1,l
NYA192405060,05/06/1924,"""Miller Huggins""",NYA,w
DET194505061,05/06/1945,"""Luke Sewell""",SLA,l
NY1195105061,05/06/1951,"""Leo Durocher""",NY1,l
BRO195305060,05/06/1953,"""Eddie Stanky""",SLN,l
WS1195405060,05/06/1954,"""Paul Richards""",CHA,w
BAL196005060,05/06/1960,"""Joe Gordon""",CLE,l
CHA196105060,05/06/1961,"""Bob Scheffing""",DET,w
BAL197205060,05/06/1972,"""Earl Weaver""",BAL,l
CAL197205060,05/06/1972,"""Del Rice""",CAL,w
SFN197305061,05/06/1973,"""Whitey Lockman""",CHN,l
BOS197805062,05/06/1978,"""Larry Doby""",CHA,l
CAL198105060,05/06/1981,"""Gene Michael""",NYA,w
BAL198105060,05/06/1981,"""Johnny Goryl""",MIN,l
TOR198305060,05/06/1983,"""Bobby Cox""",TOR,w
MON198405062,05/06/1984,"""Bill Virdon""",MON,l
TEX198805060,05/06/1988,"""Billy Martin""",NYA,l
PHI199605060,05/06/1996,"""Jim Fregosi""",PHI,l
HOU200305060,05/06/2003,"""Jimy Williams""",HOU,w
PHI200405060,05/06/2004,"""Larry Bowa""",PHI,l
ARI200505060,05/06/2005,"""Lloyd McClendon""",PIT,l
TEX200505060,05/06/2005,"""Buck Showalter""",TEX,l
SEA200605060,05/06/2006,"""Mike Hargrove""",SEA,w
ATL200705060,05/06/2007,"""Bobby Cox""",ATL,w
NYA200705060,05/06/2007,"""Joe Torre""",NYA,l
FLO200805060,05/06/2008,"""Ned Yost""",MIL,l
ANA200905060,05/06/2009,"""Mike Scioscia""",ANA,l
BOS201105060,05/06/2011,"""Terry Francona""",BOS,l
COL201505062,05/06/2015,"""Walt Weiss""",COL,l
SLN201505060,05/06/2015,"""Joe Maddon""",CHN,w
CHA201605060,05/06/2016,"""Robin Ventura""",CHA,w
NYA201605060,05/06/2016,"""John Farrell""",BOS,l
TBA201805060,05/06/2018,"""John Gibbons""",TOR,w
TOR201905060,05/06/2019,"""Charlie Montoyo""",TOR,l
SFN202305060,05/06/2023,"""Craig Counsell""",MIL,l
CLE202305060,05/06/2023,"""Rocco Baldelli""",MIN,l
PHA190105070,05/07/1901,"""John McGraw""",BLA,w
NYA190605070,05/07/1906,"""Clark Griffith""",NYA,w
NEW191505070,05/07/1915,"""Joe Tinker""",CHF,l
BLF191505070,05/07/1915,"""Otto Knabe""",BLF,l
BSN194105070,05/07/1941,"""Casey Stengel""",BSN,l
CHN194405072,05/07/1944,"""Frankie Frisch""",PIT,w
SLN194605070,05/07/1946,"""Eddie Dyer""",SLN,w
BSN194705070,05/07/1947,"""Billy Herman""",PIT,l
SLN195605070,05/07/1956,"""Bill Rigney""",NY1,l
SFN196005070,05/07/1960,"""Danny Murtaugh""",PIT,l
PIT196405070,05/07/1964,"""Danny Murtaugh""",PIT,l
CAL196805070,05/07/1968,"""Bill Rigney""",CAL,l
ATL196905070,05/07/1969,"""Gene Mauch""",MON,l
CLE196905070,05/07/1969,"""Al Dark""",CLE,l
SLN196905070,05/07/1969,"""Red Schoendienst""",SLN,l
SLN197205070,05/07/1972,"""Red Schoendienst""",SLN,w
DET197405070,05/07/1974,"""Chuck Tanner""",CHA,w
CIN197505070,05/07/1975,"""Sparky Anderson""",CIN,w
KCA197505070,05/07/1975,"""Billy Martin""",TEX,l
TEX197705070,05/07/1977,"""Frank Lucchesi""",TEX,l
SEA197805070,05/07/1978,"""Roy Hartsfield""",TOR,l
LAN198305070,05/07/1983,"""Tom Lasorda""",LAN,w
SEA198605070,05/07/1986,"""Chuck Cottier""",SEA,l
SEA198805070,05/07/1988,"""Dick Williams""",SEA,w
SEA199005070,05/07/1990,"""Jim Lefebvre""",SEA,l
NYA199605070,05/07/1996,"""Buddy Bell""",DET,l
MIL199705070,05/07/1997,"""Art Howe""",OAK,l
ANA200505070,05/07/2005,"""Alan Trammell""",DET,w
CHA200605070,05/07/2006,"""Buddy Bell""",KCA,l
NYN200605070,05/07/2006,"""Bobby Cox""",ATL,w
SLN200705070,05/07/2007,"""Clint Hurdle""",COL,w
SEA200805070,05/07/2008,"""John McLaren""",SEA,l
ATL200805070,05/07/2008,"""Bobby Cox""",ATL,w
NYN200905070,05/07/2009,"""Jerry Manuel""",NYN,w
CHN201205070,05/07/2012,"""Fredi Gonzalez""",ATL,l
TBA201305070,05/07/2013,"""Joe Maddon""",TBA,l
CHA201405070,05/07/2014,"""Rick Renteria""",CHN,l
HOU201605070,05/07/2016,"""A.J. Hinch""",HOU,l
BAL201705070,05/07/2017,"""Rick Renteria""",CHA,l
CLE201905070,05/07/2019,"""Rick Renteria""",CHA,w
BOS202205070,05/07/2022,"""Alex Cora""",BOS,l
CLE190105080,05/08/1901,"""Clark Griffith""",CHA,w
CHA191305080,05/08/1913,"""Clark Griffith""",WS1,l
PHI191305080,05/08/1913,"""Red Dooin""",PHI,l
SLA191705081,05/08/1917,"""Fielder Jones""",SLA,l
SLN192005080,05/08/1920,"""Pat Moran""",CIN,l
BOS193005080,05/08/1930,"""Donie Bush""",CHA,l
NYA193405080,05/08/1934,"""Rogers Hornsby""",SLA,l
PHI194305080,05/08/1943,"""Mel Ott""",NY1,w
BSN194305080,05/08/1943,"""Leo Durocher""",BRO,l
CHN195805080,05/08/1958,"""Birdie Tebbetts""",CIN,w
CIN196205080,05/08/1962,"""Fred Hutchinson""",CIN,l
CIN196305080,05/08/1963,"""Fred Hutchinson""",CIN,w
NYN196305080,05/08/1963,"""Gene Mauch""",PHI,l
SDN197305080,05/08/1973,"""Whitey Lockman""",CHN,w
NYN198105080,05/08/1981,"""Joe Torre""",NYN,l
ATL198105080,05/08/1981,"""Bobby Cox""",ATL,w
DET198305080,05/08/1983,"""John McNamara""",CAL,l
OAK198605080,05/08/1986,"""Jackie Moore""",OAK,w
PIT199105080,05/08/1991,"""Lou Piniella""",CIN,l
SFN199405080,05/08/1994,"""Dusty Baker""",SFN,w
SDN199705080,05/08/1997,"""Bruce Bochy""",SDN,l
NYA200005080,05/08/2000,"""Larry Rothschild""",TBA,l
CHN200005080,05/08/2000,"""Davey Lopes""",MIL,l
SLN200105080,05/08/2001,"""Lloyd McClendon""",PIT,l
ATL200405080,05/08/2004,"""Jimy Williams""",HOU,l
CHN200705080,05/08/2007,"""Jim Tracy""",PIT,w
CHA200805080,05/08/2008,"""Ron Gardenhire""",MIN,l
SEA201205080,05/08/2012,"""Jim Leyland""",DET,w
TBA201305080,05/08/2013,"""Joe Maddon""",TBA,w
CLE201305080,05/08/2013,"""Bob Melvin""",OAK,l
MIA201705080,05/08/2017,"""Don Mattingly""",MIA,l
TOR201705080,05/08/2017,"""John Gibbons""",TOR,w
HOU201905080,05/08/2019,"""Ned Yost""",KCA,l
ANA202105080,05/08/2021,"""Joe Maddon""",ANA,l
SFN202105080,05/08/2021,"""Jayce Tingler""",SDN,l
BOS190505090,05/09/1905,"""Clark Griffith""",NYA,l
BRO190505090,05/09/1905,"""Joe Kelley""",CIN,w
BOS190805090,05/09/1908,"""Deacon McGuire""",BOS,l
SLN190805090,05/09/1908,"""John Ganzel""",CIN,l
CHN191205090,05/09/1912,"""Frank Chance""",CHN,l
CHA191305090,05/09/1913,"""Nixey Callahan""",CHA,w
DET191505090,05/09/1915,"""Clark Griffith""",WS1,l
PIT191605090,05/09/1916,"""Nixey Callahan""",PIT,l
PIT193805090,05/09/1938,"""Casey Stengel""",BSN,w
CHN195005090,05/09/1950,"""Leo Durocher""",NY1,l
