GAMEID,Date,manager_name,team,win_loss
BRO193709122,09/12/1937,"""Burleigh Grimes""",BRO,w
BRO194009122,09/12/1940,"""Frankie Frisch""",PIT,l
BRO194209120,09/12/1942,"""Leo Durocher""",BRO,l
PHA194309122,09/12/1943,"""Ossie Bluege""",WS1,w
SLA194309122,09/12/1943,"""Jimmy Dykes""",CHA,l
BSN194609122,09/12/1946,"""Frankie Frisch""",PIT,l
BAL195909120,09/12/1959,"""Paul Richards""",BAL,l
BAL196209120,09/12/1962,"""Billy Hitchcock""",BAL,l
BOS196409120,09/12/1964,"""Bill Rigney""",LAA,w
BAL196609120,09/12/1966,"""Hank Bauer""",BAL,l
DET197509120,09/12/1975,"""Earl Weaver""",BAL,w
PHI197809120,09/12/1978,"""Chuck Tanner""",PIT,w
CHA197909120,09/12/1979,"""Tony LaRussa""",CHA,w
CHN198209120,09/12/1982,"""Lee Elia""",CHN,l
MON199009120,09/12/1990,"""Joe Torre""",SLN,l
KCA199009120,09/12/1990,"""Cito Gaston""",TOR,l
SFN199009120,09/12/1990,"""Bobby Cox""",ATL,l
BOS199209120,09/12/1992,"""Sparky Anderson""",DET,w
COL199609120,09/12/1996,"""Bobby Cox""",ATL,l
COL200409120,09/12/2004,"""Clint Hurdle""",COL,l
TEX200409120,09/12/2004,"""John Gibbons""",TOR,l
BAL200709120,09/12/2007,"""Dave Trembley""",BAL,l
SLN200909120,09/12/2009,"""Tony LaRussa""",SLN,l
BOS201209120,09/12/2012,"""Bobby Valentine""",BOS,l
SLN201609120,09/12/2016,"""Joe Maddon""",CHN,w
TEX201709120,09/12/2017,"""Jeff Banister""",TEX,l
TEX201909120,09/12/2019,"""Chris Woodward""",TEX,w
CLE202209120,09/12/2022,"""Phil Nevin""",ANA,l
CIN191409131,09/13/1914,"""Buck Herzog""",CIN,l
CHN191509130,09/13/1915,"""Roger Bresnahan""",CHN,l
BRO193209131,09/13/1932,"""Gabby Street""",SLN,l
SLN193909130,09/13/1939,"""Ray Blades""",SLN,w
NY1194209131,09/13/1942,"""Frankie Frisch""",PIT,l
SLN195509130,09/13/1955,"""Harry Walker""",SLN,w
PHI195609132,09/13/1956,"""Mayo Smith""",PHI,l
PIT195809130,09/13/1958,"""Walter Alston""",LAN,l
PHI196009132,09/13/1960,"""Gene Mauch""",PHI,l
NYA197309130,09/13/1973,"""Eddie Kasko""",BOS,l
MIL197409130,09/13/1974,"""Del Crandall""",MIL,l
KCA197809130,09/13/1978,"""Whitey Herzog""",KCA,w
SFN197909130,09/13/1979,"""Bobby Cox""",ATL,w
MON198009130,09/13/1980,"""Dick Williams""",MON,l
CHA198009130,09/13/1980,"""Tony LaRussa""",CHA,l
SLN198109130,09/13/1981,"""Joe Torre""",NYN,l
BOS198209131,09/13/1982,"""Ralph Houk""",BOS,l
BAL198909130,09/13/1989,"""Frank Robinson""",BAL,l
CIN199009130,09/13/1990,"""Art Howe""",HOU,l
MON199009130,09/13/1990,"""Buck Rodgers""",MON,l
PHI199109130,09/13/1991,"""Jim Leyland""",PIT,w
LAN199609130,09/13/1996,"""Bill Russell""",LAN,l
HOU199809130,09/13/1998,"""Tony LaRussa""",SLN,w
CLE199809130,09/13/1998,"""Mike Hargrove""",CLE,w
KCA199909130,09/13/1999,"""Tony Muser""",KCA,l
SFN200309130,09/13/2003,"""Ned Yost""",MIL,w
NYN200509130,09/13/2005,"""Frank Robinson""",WAS,w
CLE200509130,09/13/2005,"""Eric Wedge""",CLE,w
NYA200909130,09/13/2009,"""Joe Girardi""",NYA,w
PIT201109130,09/13/2011,"""Clint Hurdle""",PIT,l
PHI201609130,09/13/2016,"""Clint Hurdle""",PIT,w
MIL201709130,09/13/2017,"""Clint Hurdle""",PIT,l
CLE201709130,09/13/2017,"""Brad Ausmus""",DET,l
KCA201909130,09/13/2019,"""Ned Yost""",KCA,l
MIL202009130,09/13/2020,"""Craig Counsell""",MIL,l
NYA202109130,09/13/2021,"""Rocco Baldelli""",MIN,l
DET191209140,09/14/1912,"""Clark Griffith""",WS1,l
CHN191409140,09/14/1914,"""Fred Clarke""",PIT,l
SLA191609140,09/14/1916,"""Fielder Jones""",SLA,w
PIT192109140,09/14/1921,"""Fred Mitchell""",BSN,l
CIN193509140,09/14/1935,"""Chuck Dressen""",CIN,l
BAL195509142,09/14/1955,"""Marty Marion""",CHA,w
BAL195709142,09/14/1957,"""Jack Tighe""",DET,w
CIN195809142,09/14/1958,"""Bill Rigney""",SFN,w
SFN195909140,09/14/1959,"""Fred Hutchinson""",CIN,w
LAA196209140,09/14/1962,"""Bob Scheffing""",DET,w
NYN196309140,09/14/1963,"""Harry Craft""",HOU,w
MIN196909140,09/14/1969,"""Joe Gordon""",KCA,w
BAL196909140,09/14/1969,"""Al Dark""",CLE,l
TEX197609140,09/14/1976,"""Frank Lucchesi""",TEX,l
DET198409140,09/14/1984,"""Bobby Cox""",TOR,w
OAK198509140,09/14/1985,"""Jackie Moore""",OAK,l
SFN198909140,09/14/1989,"""Tommy Helms""",CIN,l
SLN199209140,09/14/1992,"""Joe Torre""",SLN,l
SLN199309140,09/14/1993,"""Joe Torre""",SLN,l
NYN199309140,09/14/1993,"""Jim Fregosi""",PHI,l
DET199509140,09/14/1995,"""Phil Garner""",MIL,w
CHN199609140,09/14/1996,"""Jim Fregosi""",PHI,w
ANA199709140,09/14/1997,"""Terry Collins""",ANA,w
NYN199709140,09/14/1997,"""Felipe Alou""",MON,l
NYA200009140,09/14/2000,"""Joe Torre""",NYA,l
CLE200009140,09/14/2000,"""Charlie Manuel""",CLE,l
MIN200709140,09/14/2007,"""Ron Gardenhire""",MIN,l
LAN201109140,09/14/2011,"""Don Mattingly""",LAN,w
COL201909140,09/14/2019,"""Andy Green""",SDN,l
CHN201909140,09/14/2019,"""Joe Maddon""",CHN,w
WAS201909140,09/14/2019,"""Brian Snitker""",ATL,w
SLF191509150,09/15/1915,"""Fielder Jones""",SLF,w
BRO192209150,09/15/1922,"""Pat Moran""",CIN,l
BRO193209150,09/15/1932,"""Gabby Street""",SLN,w
SLN193909150,09/15/1939,"""Casey Stengel""",BSN,l
WS1194109150,09/15/1941,"""Del Baker""",DET,l
NYA194509151,09/15/1945,"""Joe McCarthy""",NYA,w
DET195209150,09/15/1952,"""Fred Hutchinson""",DET,w
PHI195609150,09/15/1956,"""Fred Haney""",MLN,l
LAN196409150,09/15/1964,"""Danny Murtaugh""",PIT,l
NYN197309151,09/15/1973,"""Yogi Berra""",NYN,w
CIN197309150,09/15/1973,"""Sparky Anderson""",CIN,w
CAL197609150,09/15/1976,"""Whitey Herzog""",KCA,l
SDN197609150,09/15/1976,"""John McNamara""",SDN,l
LAN197809150,09/15/1978,"""Bobby Cox""",ATL,l
SDN198109150,09/15/1981,"""Tom Lasorda""",LAN,l
SEA198109150,09/15/1981,"""Tony LaRussa""",CHA,l
DET198409150,09/15/1984,"""Bobby Cox""",TOR,l
MIL198609150,09/15/1986,"""George Bamberger""",MIL,l
ATL199009150,09/15/1990,"""Greg Riddoch""",SDN,w
SDN199209150,09/15/1992,"""Tom Lasorda""",LAN,w
NYA199209150,09/15/1992,"""Gene Lamont""",CHA,w
MIN199809150,09/15/1998,"""Tom Kelly""",MIN,l
CIN199909150,09/15/1999,"""Jim Riggleman""",CHN,l
SDN199909150,09/15/1999,"""Bobby Cox""",ATL,l
SFN200209150,09/15/2002,"""Dusty Baker""",SFN,l
CLE200409150,09/15/2004,"""Alan Trammell""",DET,l
TEX200809150,09/15/2008,"""Jim Leyland""",DET,l
TEX201009150,09/15/2010,"""Jim Leyland""",DET,l
TBA201009150,09/15/2010,"""Joe Maddon""",TBA,w
ATL201209150,09/15/2012,"""Davey Johnson""",WAS,l
ATL201409150,09/15/2014,"""Fredi Gonzalez""",ATL,l
ARI201509150,09/15/2015,"""Pat Murphy""",SDN,l
MIL201709150,09/15/2017,"""Don Mattingly""",MIA,l
MIL201809150,09/15/2018,"""Clint Hurdle""",PIT,w
KCA201809150,09/15/2018,"""Paul Molitor""",MIN,l
NYA201809150,09/15/2018,"""John Gibbons""",TOR,w
TBA201809150,09/15/2018,"""Bob Melvin""",OAK,l
PHI201909150,09/15/2019,"""Gabe Kapler""",PHI,l
MIL202009150,09/15/2020,"""Craig Counsell""",MIL,l
BAL202009150,09/15/2020,"""Brandon Hyde""",BAL,l
CHA202009150,09/15/2020,"""Rocco Baldelli""",MIN,l
NY1190809160,09/16/1908,"""John McGraw""",NY1,w
NY1191009160,09/16/1910,"""John McGraw""",NY1,w
BOS191109162,09/16/1911,"""George Stovall""",CLE,l
PTF191409160,09/16/1914,"""Joe Tinker""",CHF,w
PHI192609162,09/16/1926,"""Art Fletcher""",PHI,l
PHI193609161,09/16/1936,"""Frankie Frisch""",SLN,l
BRO194009160,09/16/1940,"""Leo Durocher""",BRO,l
BSN194609160,09/16/1946,"""Bill McKechnie""",CIN,l
PIT195109162,09/16/1951,"""Leo Durocher""",NY1,w
LAA196209160,09/16/1962,"""Bill Rigney""",LAA,l
NYA196409160,09/16/1964,"""Bill Rigney""",LAA,l
PIT196509160,09/16/1965,"""Harry Walker""",PIT,l
ATL197209162,09/16/1972,"""Eddie Mathews""",ATL,w
PHI197809160,09/16/1978,"""Joe Torre""",NYN,l
SFN197809160,09/16/1978,"""Joe Altobelli""",CIN,l
CIN198009160,09/16/1980,"""Dave Bristol""",SFN,w
CHA198709160,09/16/1987,"""Jim Fregosi""",CHA,w
PHI198709160,09/16/1987,"""Frank Lucchesi""",CHN,l
TOR198709160,09/16/1987,"""Cal Ripken""",BAL,l
NYN199209160,09/16/1992,"""Joe Torre""",SLN,w
PIT200309160,09/16/2003,"""Dave Miley""",CIN,w
LAN200309160,09/16/2003,"""Jim Tracy""",LAN,l
BAL200309160,09/16/2003,"""Mike Hargrove""",BAL,l
ARI200609160,09/16/2006,"""Bob Melvin""",ARI,w
BOS201109160,09/16/2011,"""Joe Maddon""",TBA,l
CLE201209160,09/16/2012,"""Jim Leyland""",DET,l
NYA201209160,09/16/2012,"""Joe Maddon""",TBA,l
TBA201409160,09/16/2014,"""Joe Girardi""",NYA,l
CIN201609160,09/16/2016,"""Bryan Price""",CIN,l
SDN201809160,09/16/2018,"""Andy Green""",SDN,w
CHA202109160,09/16/2021,"""Tony LaRussa""",CHA,l
MIL202209160,09/16/2022,"""Aaron Boone""",NYA,l
BRO191009172,09/17/1910,"""Bill Dahlen""",BRO,w
PIT191509172,09/17/1915,"""John McGraw""",NY1,l
BOS191909172,09/17/1919,"""Hughie Jennings""",DET,l
CHN194509170,09/17/1945,"""Leo Durocher""",BRO,w
BSN195009172,09/17/1950,"""Luke Sewell""",CIN,l
LAN195909170,09/17/1959,"""Fred Hutchinson""",CIN,l
PHI196709170,09/17/1967,"""Gene Mauch""",PHI,w
DET196809170,09/17/1968,"""Ralph Houk""",NYA,l
MON197109170,09/17/1971,"""Gene Mauch""",MON,l
BAL197309170,09/17/1973,"""Earl Weaver""",BAL,l
BAL198009170,09/17/1980,"""Earl Weaver""",BAL,w
PHI198409170,09/17/1984,"""Paul Owens""",PHI,w
NYA198709170,09/17/1987,"""Jimy Williams""",TOR,l
KCA199709170,09/17/1997,"""Tony Muser""",KCA,l
PHI200309170,09/17/2003,"""Larry Bowa""",PHI,l
SLN200409170,09/17/2004,"""Al Pedrique""",ARI,l
ANA200709170,09/17/2007,"""Joe Maddon""",TBA,l
BAL200909170,09/17/2009,"""Dave Trembley""",BAL,l
NYN201009170,09/17/2010,"""Bobby Cox""",ATL,w
NYN202109170,09/17/2021,"""Joe Girardi""",PHI,w
BAL202309170,09/17/2023,"""Kevin Cash""",TBA,l
CIN190309180,09/18/1903,"""John McGraw""",NY1,w
PTF191509181,09/18/1915,"""Otto Knabe""",BLF,l
BSN192609181,09/18/1926,"""Dave Bancroft""",BSN,w
CIN193509180,09/18/1935,"""Jimmie Wilson""",PHI,l
PIT194109180,09/18/1941,"""Leo Durocher""",BRO,l
BOS194909180,09/18/1949,"""Jack Onslow""",CHA,l
SLN194909180,09/18/1949,"""Eddie Sawyer""",PHI,l
BRO195009180,09/18/1950,"""Frankie Frisch""",CHN,w
WS1195409180,09/18/1954,"""Lou Boudreau""",BOS,l
MLN195709180,09/18/1957,"""Bill Rigney""",NY1,l
SDN197209180,09/18/1972,"""Don Zimmer""",SDN,l
BAL198709182,09/18/1987,"""Cal Ripken""",BAL,l
SDN199109180,09/18/1991,"""Greg Riddoch""",SDN,l
MIL199309180,09/18/1993,"""Johnny Oates""",BAL,l
TEX199709180,09/18/1997,"""Johnny Oates""",TEX,l
CHN199909180,09/18/1999,"""Jim Lefebvre""",MIL,w
COL199909180,09/18/1999,"""Jim Leyland""",COL,l
SEA200209180,09/18/2002,"""Lou Piniella""",SEA,w
CHN201109180,09/18/2011,"""Mike Quade""",CHN,l
WAS201309180,09/18/2013,"""Fredi Gonzalez""",ATL,w
TEX201509180,09/18/2015,"""Jeff Banister""",TEX,l
CHN201509180,09/18/2015,"""Mike Matheny""",SLN,l
ANA202109180,09/18/2021,"""Bob Melvin""",OAK,w
SLN202109180,09/18/2021,"""Jayce Tingler""",SDN,l
CLE191209191,09/19/1912,"""Jake Stahl""",BOS,l
CIN191309191,09/19/1913,"""Bill Dahlen""",BRO,l
BRO191409192,09/19/1914,"""Buck Herzog""",CIN,l
SLN193709190,09/19/1937,"""Frankie Frisch""",SLN,l
SLN193909190,09/19/1939,"""Leo Durocher""",BRO,l
NYA195209190,09/19/1952,"""Jimmy Dykes""",PHA,w
HOU196409190,09/19/1964,"""Casey Stengel""",NYN,l
MLN196509190,09/19/1965,"""Bobby Bragan""",MLN,l
CHN196709190,09/19/1967,"""Leo Durocher""",CHN,l
MIN197209190,09/19/1972,"""Frank Quilici""",MIN,w
BAL197709190,09/19/1977,"""Roy Hartsfield""",TOR,w
MIN197809190,09/19/1978,"""Jim Fregosi""",CAL,w
NYN197909192,09/19/1979,"""Joe Torre""",NYN,l
BAL198109190,09/19/1981,"""Earl Weaver""",BAL,l
ATL199309190,09/19/1993,"""Dallas Green""",NYN,l
NYA199309190,09/19/1993,"""Buck Showalter""",NYA,l
CHA199809190,09/19/1998,"""Jimy Williams""",BOS,l
PHI200109190,09/19/2001,"""Bobby Cox""",ATL,l
CIN200409190,09/19/2004,"""Dave Miley""",CIN,l
COL200609190,09/19/2006,"""Felipe Alou""",SFN,l
MIN201009190,09/19/2010,"""Ron Gardenhire""",MIN,l
CHN201509190,09/19/2015,"""Joe Maddon""",CHN,w
KCA201609190,09/19/2016,"""Ned Yost""",KCA,w
TEX201609190,09/19/2016,"""Jeff Banister""",TEX,w
TEX202309190,09/19/2023,"""Bruce Bochy""",TEX,w
OAK202309190,09/19/2023,"""Mark Kotsay""",OAK,l
DET190809200,09/20/1908,"""Kid Elberfeld""",NYA,l
BRO191009202,09/20/1910,"""Bill Dahlen""",BRO,l
PHI191209202,09/20/1912,"""Red Dooin""",PHI,w
BOS192709201,09/20/1927,"""Bill Carrigan""",BOS,l
PHI192809200,09/20/1928,"""Donie Bush""",PIT,w
SLN193709200,09/20/1937,"""Frankie Frisch""",SLN,l
CLE194109200,09/20/1941,"""Luke Sewell""",SLA,l
DET194209202,09/20/1942,"""Lou Boudreau""",CLE,l
CHN194909200,09/20/1949,"""Frankie Frisch""",CHN,l
CHA195309201,09/20/1953,"""Marty Marion""",SLA,l
MIN196909200,09/20/1969,"""Joe Schultz""",SE1,l
OAK197209200,09/20/1972,"""Dick Williams""",OAK,w
CAL197209200,09/20/1972,"""Bob Lemon""",KCA,w
MIN197309201,09/20/1973,"""Dick Williams""",OAK,l
PHI197909200,09/20/1979,"""Dallas Green""",PHI,w
MON198309200,09/20/1983,"""Whitey Herzog""",SLN,l
PIT198709200,09/20/1987,"""Davey Johnson""",NYN,l
SLN198709200,09/20/1987,"""Frank Lucchesi""",CHN,l
CAL199309200,09/20/1993,"""Buck Rodgers""",CAL,l
CHN199809200,09/20/1998,"""Jim Riggleman""",CHN,l
PIT199909200,09/20/1999,"""Gene Lamont""",PIT,w
BOS200009201,09/20/2000,"""Jimy Williams""",BOS,l
PHI200109200,09/20/2001,"""Bobby Cox""",ATL,w
ANA200409200,09/20/2004,"""Mike Scioscia""",ANA,w
NYA200509200,09/20/2005,"""Sam Perlozzo""",BAL,l
KCA200509202,09/20/2005,"""Alan Trammell""",DET,l
ANA200709200,09/20/2007,"""John McLaren""",SEA,l
OAK200809200,09/20/2008,"""Jim Riggleman""",SEA,l
TEX200809200,09/20/2008,"""Ron Washington""",TEX,l
BOS201109200,09/20/2011,"""Buck Showalter""",BAL,w
PIT201309200,09/20/2013,"""Clint Hurdle""",PIT,l
PIT201409200,09/20/2014,"""Ron Roenicke""",MIL,w
NYN201509200,09/20/2015,"""Joe Girardi""",NYA,w
TEX201609200,09/20/2016,"""Mike Scioscia""",ANA,l
WAS201809200,09/20/2018,"""Mickey Callaway""",NYN,w
LAN201909200,09/20/2019,"""Dave Roberts""",LAN,w
HOU202009200,09/20/2020,"""Torey Lovullo""",ARI,l
MIA202109200,09/20/2021,"""Dave Martinez""",WAS,l
NYA202309200,09/20/2023,"""Aaron Boone""",NYA,l
NY1190809210,09/21/1908,"""John McGraw""",NY1,l
PIT191709210,09/21/1917,"""Hugo Bezdek""",PIT,l
WS1193109210,09/21/1931,"""Donie Bush""",CHA,l
CHN193609210,09/21/1936,"""Frankie Frisch""",SLN,w
PIT193909212,09/21/1939,"""Casey Stengel""",BSN,l
CHN195409211,09/21/1954,"""Eddie Stanky""",SLN,l
NY1195509211,09/21/1955,"""Leo Durocher""",NY1,w
PIT195709212,09/21/1957,"""Danny Murtaugh""",PIT,l
WS2196209210,09/21/1962,"""Mickey Vernon""",WS2,l
HOU196309210,09/21/1963,"""Gene Mauch""",HOU,l
LAN196309210,09/21/1963,"""Danny Murtaugh""",PIT,l
BAL198609210,09/21/1986,"""Earl Weaver""",BAL,l
NYA198909211,09/21/1989,"""Bucky Dent""",NYA,l
FLO199709210,09/21/1997,"""Bobby Valentine""",NYN,w
BOS200009211,09/21/2000,"""Charlie Manuel""",CLE,l
ATL200709210,09/21/2007,"""Bobby Cox""",ATL,l
MIL201609210,09/21/2016,"""Craig Counsell""",MIL,l
NYA201909210,09/21/2019,"""Aaron Boone""",NYA,w
CLE202009210,09/21/2020,"""Rick Renteria""",CHA,l
WAS202009210,09/21/2020,"""Joe Girardi""",PHI,l
PHA190309220,09/22/1903,"""Ed Barrow""",DET,w
DET190609222,09/22/1906,"""Jake Stahl""",WS1,l
CLE195209220,09/22/1952,"""Al Lopez""",CLE,w
SLN195909220,09/22/1959,"""Solly Hemus""",SLN,w
CLE196309221,09/22/1963,"""Birdie Tebbetts""",CLE,w
PHI197009220,09/22/1970,"""Frank Lucchesi""",PHI,l
SFN197309220,09/22/1973,"""Charlie Fox""",SFN,w
SLN197409220,09/22/1974,"""Jim Marshall""",CHN,l
CAL197509220,09/22/1975,"""Chuck Tanner""",CHA,l
OAK197909220,09/22/1979,"""Jim Marshall""",OAK,w
NYN198409220,09/22/1984,"""Jim Fanning""",MON,l
CAL198509220,09/22/1985,"""Pat Corrales""",CLE,l
SEA198609220,09/22/1986,"""Dick Williams""",SEA,l
BAL199009220,09/22/1990,"""Frank Robinson""",BAL,w
COL199309220,09/22/1993,"""Jim Riggleman""",SDN,l
CHA200309220,09/22/2003,"""Jerry Manuel""",CHA,w
TBA200409220,09/22/2004,"""Lou Piniella""",TBA,l
ANA201209220,09/22/2012,"""Robin Ventura""",CHA,l
HOU201209220,09/22/2012,"""Clint Hurdle""",PIT,l
LAN201609220,09/22/2016,"""Walt Weiss""",COL,l
HOU201709220,09/22/2017,"""A.J. Hinch""",HOU,w
CHA201809220,09/22/2018,"""Rick Renteria""",CHA,l
CLE202009220,09/22/2020,"""Rick Renteria""",CHA,l
KCA202009220,09/22/2020,"""Mike Matheny""",KCA,l
OAK202109220,09/22/2021,"""Bob Melvin""",OAK,l
PIT190709230,09/23/1907,"""John McGraw""",NY1,l
CHF191509231,09/23/1915,"""Bill McKechnie""",NEW,l
NY1191609232,09/23/1916,"""Miller Huggins""",SLN,l
CLE192809230,09/23/1928,"""Roger Peckinpaugh""",CLE,l
PHI193309231,09/23/1933,"""Bill McKechnie""",BSN,l
BRO194409230,09/23/1944,"""Charlie Grimm""",CHN,l
PHA194509231,09/23/1945,"""Ossie Bluege""",WS1,l
CHN195009231,09/23/1950,"""Eddie Dyer""",SLN,l
NY1195109230,09/23/1951,"""Tommy Holmes""",BSN,l
CLE195209230,09/23/1952,"""Paul Richards""",CHA,w
CHN195909230,09/23/1959,"""Bill Rigney""",SFN,l
PHI196609230,09/23/1966,"""Red Schoendienst""",SLN,l
SFN196709230,09/23/1967,"""Herman Franks""",SFN,w
PIT196809231,09/23/1968,"""Larry Shepard""",PIT,l
OAK197209230,09/23/1972,"""Dick Williams""",OAK,w
TEX197809230,09/23/1978,"""Billy Hunter""",TEX,w
PIT198009230,09/23/1980,"""Chuck Tanner""",PIT,l
SLN198309230,09/23/1983,"""Whitey Herzog""",SLN,l
PIT198609230,09/23/1986,"""Jim Leyland""",PIT,w
TOR199709230,09/23/1997,"""Davey Johnson""",BAL,w
PHI200109230,09/23/2001,"""Larry Bowa""",PHI,w
COL200309230,09/23/2003,"""Bob Brenly""",ARI,l
CLE200409230,09/23/2004,"""Eric Wedge""",CLE,w
SFN200409230,09/23/2004,"""Felipe Alou""",SFN,l
CIN200509230,09/23/2005,"""Charlie Manuel""",PHI,w
NYA200509230,09/23/2005,"""John Gibbons""",TOR,l
TOR200609230,09/23/2006,"""Terry Francona""",BOS,l
SDN200709230,09/23/2007,"""Buddy Black""",SDN,l
ATL200709230,09/23/2007,"""Ned Yost""",MIL,l
FLO200909230,09/23/2009,"""Fredi Gonzalez""",FLO,w
ATL201309230,09/23/2013,"""Fredi Gonzalez""",ATL,l
MIA201609230,09/23/2016,"""Brian Snitker""",ATL,w
ARI202009230,09/23/2020,"""Chris Woodward""",TEX,l
NYA202209230,09/23/2022,"""Aaron Boone""",NYA,w
SLN190909240,09/24/1909,"""Roger Bresnahan""",SLN,l
BRO191409240,09/24/1914,"""Fred Clarke""",PIT,l
BRO193509242,09/24/1935,"""Bill McKechnie""",BSN,l
PHA194309240,09/24/1943,"""Jimmy Dykes""",CHA,t
CLE195209240,09/24/1952,"""Paul Richards""",CHA,l
LAN196309240,09/24/1963,"""Casey Stengel""",NYN,l
CHA197809240,09/24/1978,"""Jim Fregosi""",CAL,w
BAL198409241,09/24/1984,"""Yogi Berra""",NYA,l
KCA198409241,09/24/1984,"""John McNamara""",CAL,l
CIN198709240,09/24/1987,"""Larry Bowa""",SDN,l
PHI199209240,09/24/1992,"""Jim Lefebvre""",CHN,l
SEA199509240,09/24/1995,"""Tony LaRussa""",OAK,l
PHI199609240,09/24/1996,"""Jim Fregosi""",PHI,l
CLE199609240,09/24/1996,"""Mike Hargrove""",CLE,w
MIL199909240,09/24/1999,"""Jim Lefebvre""",MIL,l
PHI200209240,09/24/2002,"""Bobby Cox""",ATL,l
WAS200509240,09/24/2005,"""Willie Randolph""",NYN,w
MIL200709240,09/24/2007,"""Ned Yost""",MIL,w
KCA200909240,09/24/2009,"""Trey Hillman""",KCA,l
DET201009240,09/24/2010,"""Ron Gardenhire""",MIN,l
HOU201709240,09/24/2017,"""A.J. Hinch""",HOU,l
CHN194009252,09/25/1940,"""Frankie Frisch""",PIT,l
BRO195009251,09/25/1950,"""Leo Durocher""",NY1,l
DET196509250,09/25/1965,"""Birdie Tebbetts""",CLE,l
WS2196609251,09/25/1966,"""Gil Hodges""",WS2,w
CHA197609250,09/25/1976,"""Chuck Tanner""",OAK,w
TOR197709252,09/25/1977,"""Billy Martin""",NYA,w
ATL198009250,09/25/1980,"""Bobby Cox""",ATL,l
ATL198209250,09/25/1982,"""Joe Torre""",ATL,w
OAK198309250,09/25/1983,"""Bobby Cox""",TOR,w
NYA198309250,09/25/1983,"""Pat Corrales""",CLE,l
BAL198409250,09/25/1984,"""Joe Altobelli""",BAL,l
HOU198509250,09/25/1985,"""Bob Lillis""",HOU,w
MIL199009250,09/25/1990,"""Cito Gaston""",TOR,l
MIL199109250,09/25/1991,"""Stump Merrill""",NYA,w
LAN199309250,09/25/1993,"""Tom Lasorda""",LAN,l
MON199909250,09/25/1999,"""Felipe Alou""",MON,l
BOS200409250,09/25/2004,"""Terry Francona""",BOS,w
TBA200609250,09/25/2006,"""Joe Maddon""",TBA,l
CHA200909250,09/25/2009,"""Ozzie Guillen""",CHA,w
CHN201009250,09/25/2010,"""Tony LaRussa""",SLN,l
ARI201109250,09/25/2011,"""Bruce Bochy""",SFN,l
NYA201109252,09/25/2011,"""Joe Girardi""",NYA,l
SLN201809250,09/25/2018,"""Mike Shildt""",SLN,l
SEA201909250,09/25/2019,"""Scott Servais""",SEA,l
NYA202009250,09/25/2020,"""Aaron Boone""",NYA,l
CHA202009250,09/25/2020,"""Rick Renteria""",CHA,l
TBA202109250,09/25/2021,"""Don Mattingly""",MIA,l
NYA190709260,09/26/1907,"""Clark Griffith""",NYA,l
NY1191409262,09/26/1914,"""John McGraw""",NY1,l
BLF191409281,09/26/1914,"""Otto Knabe""",BLF,w
DET193409262,09/26/1934,"""Jimmy Dykes""",CHA,l
DET194109260,09/26/1941,"""Jimmy Dykes""",CHA,l
BSN194709260,09/26/1947,"""Mel Ott""",NY1,l
PHI196409260,09/26/1964,"""Bobby Bragan""",MLN,w
CIN196709260,09/26/1967,"""Billy Hitchcock""",ATL,l
MON197009260,09/26/1970,"""Gene Mauch""",MON,l
CIN197509260,09/26/1975,"""Sparky Anderson""",CIN,w
NYN198209260,09/26/1982,"""Pat Corrales""",PHI,l
SLN198309260,09/26/1983,"""Bill Virdon""",MON,l
DET199109260,09/26/1991,"""Mike Hargrove""",CLE,l
TOR199909260,09/26/1999,"""Mike Hargrove""",CLE,w
BOS200409260,09/26/2004,"""Joe Torre""",NYA,l
NYA200609260,09/26/2006,"""Sam Perlozzo""",BAL,l
MIL200709260,09/26/2007,"""Ned Yost""",MIL,l
PHI200809260,09/26/2008,"""Charlie Manuel""",PHI,w
ARI200809260,09/26/2008,"""Clint Hurdle""",COL,l
KCA200909260,09/26/2009,"""Ron Gardenhire""",MIN,w
TOR201009260,09/26/2010,"""Buck Showalter""",BAL,l
MIL201409260,09/26/2014,"""Rick Renteria""",CHN,w
TOR201609260,09/26/2016,"""Joe Girardi""",NYA,w
CHN202109260,09/26/2021,"""MIke Shildt""",SLN,w
SLN193609270,09/27/1936,"""Charlie Grimm""",CHN,w
MON197009270,09/27/1970,"""Red Schoendienst""",SLN,l
ATL197709270,09/27/1977,"""Dave Bristol""",ATL,l
PHI198209270,09/27/1982,"""Pat Corrales""",PHI,l
NYA198309270,09/27/1983,"""Ralph Houk""",BOS,l
SEA198309270,09/27/1983,"""Dick Howser""",KCA,l
PIT198609270,09/27/1986,"""Jim Leyland""",PIT,l
MIL199209270,09/27/1992,"""Tony LaRussa""",OAK,l
NYN199309270,09/27/1993,"""Joe Torre""",SLN,w
MON200109270,09/27/2001,"""Bobby Valentine""",NYN,w
FLO200109270,09/27/2001,"""Bobby Cox""",ATL,l
TBA200409270,09/27/2004,"""Lou Piniella""",TBA,l
SEA200509270,09/27/2005,"""Buck Showalter""",TEX,w
TOR201609270,09/27/2016,"""Buck Showalter""",BAL,l
TBA201809270,09/27/2018,"""Aaron Boone""",NYA,w
MIN202209270,09/27/2022,"""Miguel Cairo""",CHA,l
NYN202209270,09/27/2022,"""Don Mattingly""",MIA,w
NYN202309272,09/27/2023,"""Skip Schumaker""",MIA,w
ATL202309270,09/27/2023,"""Brian Snitker""",ATL,w
CHA190409280,09/28/1904,"""Fielder Jones""",CHA,w
